pro_com_t,cap
090069,07037
090070,07029
090071,07047
090072,07040
090073,07048
090074,07038
090075,07010
090076,07040
090077,07049
090078,07019
090079,07039
090080,07020
090081,07030
090082,07030
090083,07020
090084,07020
090085,07030
090086,07030
090087,07030
090088,07030
090089,07040
090090,07020
090091,08020
090092,98030
091001,08031
091002,08040
091003,08030
091004,08030
091005,08042
091006,08040
091007,08030
091008,08010
091009,08021
091010,08011
091011,08016
091012,08012
091016,08032
091017,08022
091018,08010
091019,08040
091024,08023
091025,08030
091026,08040
091027,08020
091028,08020
091031,08040
091032,08040
091033,08020
091035,08044
091037,08045
091038,08010
091039,08040
091040,08020
091041,08020
091042,08040
091043,08020
091044,08015
091046,08024
091047,08030
091050,08010
091051,08100
091055,08025
091056,08020
091057,08020
091058,08020
091059,08020
091060,08020
091061,08026
091062,08027
091063,08028
091064,08020
091066,08036
091067,08020
091068,08020
091069,08040
091070,08020
091071,08020
091072,08046
091073,08020
091077,08020
091083,08017
091084,08018
091085,08029
091086,08038
091088,08040
091089,08047
091090,08030
091091,08020
091093,08039
091094,08020
091095,08048
091097,08040
091098,08040
091099,08040
091100,08040
091101,08049
091103,08040
091104,08020
092003,09032
092009,09124
092011,09012
092015,09033
092037,09040
092050,09010
092051,09045
092066,09018
092068,09047
092074,09028
092075,09040
092080,09048
092090,09010
092099,09010
092105,09044
092108,09030
092109,09042
093001,33080
093002,33090
093004,33081
093005,33082
093006,33080
093007,33070
093008,33070
093009,33070
093010,33072
093011,33090
093012,33092
093013,33083
093014,33080
093015,33080
093016,33090
093017,33084
093018,33075
093019,33080
093020,33092
093021,33080
093022,33074
093024,33080
093025,33085
093026,33092
093027,33086
093028,33075
093029,33087
093030,33094
093031,33070
093032,33080
093033,33170
093034,33080
093035,33076
093036,33080
093037,33077
093038,33095
093039,33098
093040,33080
093041,33078
093042,33090
093043,33079
093044,33097
093045,33090
093046,33090
093047,33090
093049,33090
093050,33099
093051,33080
093052,33080
093053,33098
094001,86080
094002,86081
094003,86091
094004,86080
094005,86092
094006,86082
094007,86083
094008,86093
094009,86080
094010,86090
094011,86090
094012,86071
094013,86080
094014,86072
094015,86097
094016,86094
094017,86073
094018,86070
094019,86074
094020,86084
094021,86070
094022,86095
094023,86170
094024,86090
094025,86070
094026,86096
094027,86080
094028,86070
094029,86080
094030,86075
094031,86090
094032,86097
094033,86080
094034,86090
094035,86085
094036,86071
094037,86086
094038,86077
094039,86087
094040,86092
094041,86080
094042,86070
094043,86088
094044,86070
094045,86096
094046,86080
094047,86095
094048,86070
094049,86097
094050,86078
094051,86089
094052,86079
095001,09071
095002,09070
095003,09090
095004,09091
095005,09080
095006,09092
095007,09081
095008,09080
095009,09080
095010,09090
095011,09070
095012,09090
095013,09070
095014,09080
095015,09070
095016,09080
095017,09082
095018,09072
095019,09073
095020,09083
095021,09074
095022,09090
095023,09090
095024,09093
095025,09094
095026,09090
095027,09070
095028,09080
095029,09095
095030,09090
095031,09070
095032,09080
095033,09070
095034,09080
095035,09070
095036,09080
095037,09088
095038,09170
095039,09090
095040,09090
095041,09070
095042,09093
095043,09070
095044,09085
095045,09086
095046,09097
095047,09096
095048,09080
095049,09075
095050,09070
095051,09078
095052,09076
095053,09070
095054,09080
095055,09078
095056,09070
095057,09080
095058,09090
095059,09088
095060,09090
095061,09090
095062,09077
095063,09080
095064,09080
095065,09098
095066,09070
095067,09079
095068,09080
095069,09099
095070,09090
095071,09084
095072,09080
095073,09090
095074,09070
095075,09070
095076,09080
095077,09090
095078,09080
095079,08013
095080,08010
095082,08034
095083,08010
095084,08019
095085,08010
095086,08010
095087,08010
095088,08010
096001,13861
096002,13811
096003,13871
096004,13900
096005,13841
096006,13872
096007,13862
096008,13821
096009,13821
096010,13891
096012,13878
096013,13864
096014,13866
096015,13851
096016,13881
096018,13882
096019,13863
096020,13836
096021,13864
096023,13865
096024,13893
096025,13881
096026,13894
096027,13874
096028,13895
096030,13887
096031,13873
096032,13866
096033,13831
096034,13816
096035,13888
096037,13874
096038,13895
096039,13896
096040,13897
096041,13898
096042,13843
096043,13844
096044,13812
096046,13814
096047,13875
096048,13833
096049,13899
096050,13867
096053,13845
096054,13883
096055,13815
096056,13816
096057,13884
096058,13885
096059,13876
096063,13817
096064,13868
096065,13823
096066,13811
096067,13844
096068,13818
096069,13884
096071,13855
096072,13847
096074,13847
096075,13824
096076,13871
096077,13856
096078,13868
096079,13877
096080,13886
096081,13887
096082,13888
096083,13848
096085,13853
096086,13812
096087,13854
096088,13835
097001,23821
097002,23881
097003,23841
097004,23811
097005,23890
097006,23891
097007,23816
097008,23822
097009,23842
097010,23883
097011,23892
097012,23885
097013,23801
097014,23802
097015,23831
097016,23880
097017,23893
097018,23817
097019,23884
097020,23870
097021,23861
097022,23862
097023,23823
097024,23886
097025,23813
097026,23845
097027,23832
097028,23894
097029,23814
097030,23824
097031,23843
097032,23824
097033,23848
097034,23805
097035,23825
097036,23851
097037,23846
097038,23852
097039,23898
097040,23815
097042,23900
097043,23827
097044,23871
097045,23864
097046,23826
097047,23832
097048,23807
097049,23873
097050,23817
097051,23847
097052,23804
097053,23874
097054,23876
097055,23811
097056,23895
097057,23848
097058,23887
097059,23854
097060,23865
097061,23875
097062,23877
097063,23833
097064,23837
097065,23818
097067,23828
097068,23855
097069,23834
097070,23819
097071,23899
097072,23849
097074,23889
097075,23844
097076,23896
097077,23835
097078,23867
097079,23837
097082,23857
097083,23868
097084,23829
097086,23808
097090,23897
097091,23879
097092,23888
097093,23836
098001,26834
098002,26821
098003,26811
098004,26812
098005,26851
098006,26822
098008,26852
098009,26831
098010,26841
098011,26842
098012,26853
098013,26843
098014,26823
098015,26866
098017,26824
098018,26832
098019,26845
098020,26833
098021,26854
098022,26846
098023,26842
098024,26834
098025,26835
098026,26861
098027,26832
098028,26813
098029,26862
098030,26814
098031,26900
098032,26855
098033,26843
098034,26825
098035,26847
098036,26866
098037,26815
098038,26843
098039,26833
098040,26836
098041,26837
098042,26863
098043,26864
098044,26816
098045,26854
098046,26857
098047,26848
098048,26817
098049,26865
098050,26866
098051,26849
098052,26826
098053,26856
098054,26867
098055,26858
098056,26838
098057,26827
098058,26828
098059,26859
098060,26818
098061,26839
098062,26844
099001,47814
099002,47841
099003,47853
099004,47855
099005,47843
099006,47836
099008,47834
099009,47837
099011,47833
099013,47838
099014,47921
099015,47835
099016,47832
099017,47842
099018,47822
099020,47826
099021,47861
099022,47862
099023,47863
099024,47864
099025,47865
099026,47866
099027,47867
099028,47824
099029,47854
100001,59025
100002,59015
100003,59013
100004,59016
100005,59100
100006,59021
100007,59024
101001,88824
101002,88833
101003,88817
101004,88822
101005,88834
101006,88833
101007,88813
101008,88811
101009,88836
101010,88900
101011,88812
101012,88842
101013,88841
101014,88814
101015,88838
101016,88818
101017,88837
101018,88835
101019,88821
101020,88831
101021,88817
101022,88832
101023,88825
101024,88831
101025,88816
101026,88823
101027,88819
102001,89832
102002,89832
102003,89817
102004,89822
102005,89818
102006,89816
102007,89832
102008,89833
102009,89862
102010,89823
102011,89814
102012,89841
102013,89843
102014,89815
102015,89851
102016,89831
102017,89851
102018,89863
102019,89844
102020,89843
102021,89852
102022,89823
102023,89819
102024,89824
102025,89844
102026,89861
102027,89812
102028,89834
102029,89813
102030,89866
102031,89841
102032,89842
102033,89851
102034,89853
102035,89821
102036,89843
102037,89822
102038,89822
102039,89831
102040,89831
102041,89822
102042,89864
102043,89843
102044,89861
102045,89821
102046,89834
102047,89900
102048,89867
102049,89868
102050,89867
103001,28841
103002,28877
103003,28811
103004,28899
103005,28812
103006,28861
103007,28871
103008,28831
103009,28813
103010,28832
103011,28851
103012,28842
103013,28833
103014,28873
103015,28814
103016,28821
103017,28822
103018,28815
103019,28881
103021,28875
103022,28891
103023,28801
103024,28852
103025,28865
103026,28862
103028,28845
103029,28853
103031,28863
103032,28887
103033,28823
103034,28836
103035,28883
103036,28828
103037,28816
103038,28893
103039,28876
103040,28894
103041,28854
103042,28855
103043,28895
103044,28802
103045,28817
103046,28864
103047,28843
103048,28891
103049,28824
103050,28887
103051,28877
103052,28884
103053,28885
103054,28886
103055,28818
103056,28866
103057,28803
103058,28898
103059,28896
103060,28856
103061,28804
103062,28857
103064,28838
103065,28858
103066,28826
103067,28868
103068,28859
103069,28897
103070,28879
103071,28868
103072,28922
103074,28819
103075,28844
103076,28856
103077,28805
103078,28841
103079,28825
108001,20864
108002,20886
108003,20847
108004,20862
108005,20825
108006,20882
108007,20881
108008,20842
108009,20853
108010,20813
108011,20836
108012,20861
108013,20875
108014,20857
108015,20841
108016,20866
108017,20873
108018,20816
108019,20811
108020,20815
108021,20863
108022,20856
108023,20832
108024,20833
108025,20824
108026,20855
108027,20812
108028,20851
108029,20846
108030,20821
108031,20883
108032,20826
108033,20900
108034,20835
108035,20834
108036,20876
108037,20838
108038,20885
108039,20831
108040,20822
108041,20845
108042,20884
108043,20844
108044,20865
108045,20814
108046,20854
108047,20837
108048,20843
108049,20852
108050,20871
108051,20874
108052,20867
108053,20872
108054,20823
108055,20877
109001,63824
109002,63857
109003,63838
109004,63828
109005,63837
109006,63900
109007,63816
109008,63844
109009,63823
109010,63832
109011,63834
109012,63842
109013,63835
109014,63855
109015,63858
109016,63846
109017,63833
109018,63812
109019,63841
109020,63853
109021,63852
109022,63825
109023,63815
109024,63813
109025,63847
109026,63836
109027,63843
109028,63826
109029,63851
109030,63827
109031,63848
109032,63845
109033,63822
109034,63821
109035,63831
109036,63854
109037,63811
109038,63839
109039,63856
109040,63814
110001,76123
110002,76121
110003,76011
110004,76012
110005,76016
110006,76013
110007,76017
110008,76014
110009,76125
110010,76015
111001,09031
111002,09040
111003,09040
111004,09040
111005,09021
111006,09010
111007,09040
111008,09011
111009,09013
111010,09014
111011,09040
111012,09020
111013,09010
111014,09041
111015,09010
111016,09015
111017,09040
111018,08043
111019,08030
111020,08030
111021,09010
111022,09040
111023,08030
111024,09020
111025,08030
111026,09040
111027,09020
111028,09010
111029,09040
111030,09010
111031,09035
111032,09040
111033,09040
111034,09036
111035,09016
111036,08033
111037,09020
111038,09022
111039,09040
111040,09010
111041,09023
111042,09043
111043,09010
111044,09010
111045,08030
111046,08030
111047,09024
111048,08035
111049,09010
111050,08030
111051,09040
111052,09030
111053,09020
111054,09010
111055,09020
111056,09010
111057,09010
111058,08030
111059,09030
111060,09020
111061,09040
111062,09037
111063,09010
111064,09040
111065,09026
111066,09040
111067,09025
111068,09010
111069,09040
111070,09010
111071,09017
111072,09030
111073,09040
111074,09040
111075,09040
111076,09040
111077,09038
111078,09027
111079,08030
111080,09029
111081,08037
111082,08030
111083,09020
111084,09010
111085,09040
111086,09040
111087,09040
111088,09040
111089,09019
111090,09010
111091,09029
111092,09020
111093,09020
111094,09020
111095,09010
111096,09039
111097,09020
111098,09010
111099,08030
111100,09020
111101,09020
111102,09010
111103,09040
111104,09040
111105,09049
111106,09034
111107,09010
