pro_com_t,pop_res_21
43024,9401
43025,4443
43026,6973
43027,105
43028,7366
43029,3355
43030,3421
43031,7480
43032,694
43033,9917
43034,848
43035,981
43036,1869
43038,1317
43039,1001
43040,226
43041,6441
43042,11567
43043,15768
43044,20975
43045,822
43046,3198
43047,12119
43048,1306
43049,3087
43050,417
43051,908
43052,1051
43053,18536
43054,9199
43055,2463
43056,383
43057,998
43058,902
44001,2594
44002,3695
44005,1708
44006,1054
44007,46760
44010,985
44011,8463
44012,2652
44013,2262
44014,3686
44015,2983
44016,878
44017,5380
44020,9004
44021,1196
44023,15984
44027,2325
44029,1650
44031,4499
44032,1961
44034,478
44036,2011
44038,462
44044,554
44045,12811
44054,4789
44056,164
44063,4089
44064,1953
44065,836
44066,47485
44071,7276
44073,1948
109001,3509
109002,3367
109003,600
109004,1898
109005,3188
109006,36386
109007,960
109008,3226
109009,1166
109010,1431
109011,893
109012,628
109013,1627
109014,380
109015,1094
109016,757
109017,6535
109018,12634
109019,365
109020,716
109021,328
109022,2108
109023,2328
109024,8011
109025,397
109026,678
109027,892
109028,547
109029,728
109030,2812
109031,2219
109032,1652
109033,15938
109034,25650
109035,1937
109036,1256
109037,16897
109038,2241
109039,331
109040,1938
56001,5336
56002,807
56003,3479
56004,977
56005,4509
56006,1252
56007,3034
56008,3792
56009,1689
56010,880
56011,2962
56012,5145
56013,1644
56014,6405
56015,5236
56016,1926
56017,2457
56018,2278
56019,1304
56020,1075
56021,15443
56022,1509
56023,3559
56024,8044
56025,1986
56026,1392
56027,2665
56028,1281
56029,2161
56030,2450
56031,2183
56032,772
56033,882
56034,3299
56035,8788
56036,12985
56037,1920
56038,4653
56039,8890
56040,943
56041,3641
56042,9171
56043,1928
56044,502
56045,8313
56046,1207
56047,1985
56048,7969
56049,6501
56050,16051
56051,288
56052,8180
56053,2702
56054,2450
56055,3920
56056,2155
56057,13358
56058,4350
56059,65050
56060,5221
57001,549
57002,2296
57003,2376
57004,210
57005,638
57006,599
57007,4292
57008,928
57009,2491
57010,1648
57011,679
57012,1194
57013,260
57014,1020
57015,1220
57016,6529
57017,412
57018,388
57019,354
57020,132
57021,1528
57022,464
57023,279
57024,575
57025,3830
57026,530
57027,13568
57028,1240
57029,3065
57030,717
57031,1481
57032,377
57033,2174
57034,558
57035,3527
57036,76
57037,110
57038,491
57039,377
57040,862
57041,1185
57042,278
57043,644
57044,4150
57045,344
57046,186
57047,383
57048,149
57049,1926
57050,1047
57051,1899
57052,1242
57053,6181
57054,2789
57055,2509
57056,510
57057,584
57058,313
57059,46193
57060,1156
57061,544
57062,778
57063,507
57064,3099
57065,1076
57066,2322
57067,1398
57068,1038
57069,1361
57070,1220
57071,214
57072,223
57073,176
58001,1458
58002,1697
58003,39349
58004,3823
58005,19101
58006,818
58007,52373
58008,1274
58009,18182
58010,1404
58011,13670
58012,2744
58013,18787
58014,403
58015,11186
58016,4268
58017,355
58018,10692
58019,310
58020,4140
58021,649
58022,8594
58023,7147
58024,8366
58025,827
58026,10673
58027,1074
58028,432
58029,37482
58030,1258
58031,587
58032,51548
58033,1941
58034,20728
58035,4203
58036,15556
58037,422
58038,13103
58039,22286
58040,6271
58041,1898
58042,5688
58043,22915
58044,1179
58045,686
58046,20117
58047,86732
58048,350
58049,6401
58050,13152
58051,879
58052,1431
58053,900
58054,7684
58055,783
58056,6972
58057,44905
58058,2964
58059,23241
58060,11746
58061,1215
58062,2051
58063,5188
58064,8528
58065,40944
58066,1980
58067,2448
58068,8280
58069,1350
58070,1854
58071,1911
58072,47576
58073,6495
58074,22038
58075,12678
58076,215
58077,726
58078,2284
58079,61298
58080,1111
58081,10453
58082,10031
58083,721
58084,174
58085,353
58086,17138
58087,250
58088,11858
58089,942
58090,658
58091,2783809
58092,1272
58093,7422
58094,838
58095,1454
58096,2791
58097,18130
58098,4814
58099,3563
58100,3145
58101,174
58102,9158
58103,8602
58104,54046
58105,4944
58106,1045
58107,5656
58108,249
58109,290
58110,15218
58111,52943
58112,3696
58113,155
58114,18060
58115,13284
58116,39631
58117,48365
58118,38307
58119,16033
58120,76246
58122,31696
59001,73296
59002,1456
59003,565
59004,4235
59005,35506
59006,10518
59007,39114
59008,37219
59009,19851
59010,10327
59011,126612
59012,4094
59013,3015
59014,19441
59015,6150
59016,3722
59017,14992
59018,3311
59019,13708
59020,1170
59021,4235
59022,1087
59023,1082
59024,19245
59025,9725
59026,6813
59027,10005
59028,23337
59029,7500
59030,3117
59031,2897
59032,43078
59033,716
60001,267
60002,1882
60003,27495
60004,2533
60005,4215
60006,20988
60007,4958
60008,5458
60009,2252
60010,6880
60011,4147
60012,2429
60013,686
60014,8415
60015,2702
60016,1623
60017,510
60018,2473
60019,36041
60020,3259
60021,869
60022,3862
60023,4539
60024,22310
60025,8354
60026,7834
60027,1826
60028,893
60029,642
60030,1551
60031,3789
60032,541
60033,19853
60034,501
60035,10173
60036,2783
60037,1270
60038,44485
60039,2021
60040,1217
60041,2383
60042,1524
60043,11012
60044,12307
60045,3181
60046,7967
60047,1325
60048,3095
60049,1457
60050,1110
60051,2716
60052,6260
60053,4393
60054,2431
60055,3966
60056,12496
60057,1084
60058,5023
60059,920
60060,7084
60061,299
60062,1898
60063,3016
60064,3177
60065,893
60066,1317
60067,1841
60068,5738
60069,1244
60070,2456
60071,3000
60072,698
60073,2419
60074,25395
60075,2328
60076,4768
60077,306
60078,1314
60079,4740
60080,1782
60081,1619
60082,2495
60083,904
60084,1415
60085,19626
60086,735
60087,2110
60088,1156
60089,2547
60090,1669
60091,302
66001,300
66002,1453
66003,935
66004,316
66005,1104
66006,41048
66007,3288
66008,622
66009,1689
66010,722
66011,200
66012,1064
66013,1192
66014,130
66015,781
66016,461
66017,927
66018,222
66019,851
66020,4957
66021,628
66022,198
66023,552
66024,83
66025,5231
66026,441
66027,298
66028,6639
66029,1058
66030,120
66031,855
66032,10474
66033,1576
66034,945
66035,287
66036,3096
66037,219
66038,849
66039,1143
66040,213
66041,977
66042,369
66043,292
66044,686
66045,238
66046,1739
66047,528
66048,1989
66049,69941
66050,1553
66051,6047
66052,869
66053,3570
66054,1391
66055,364
66056,2285
66057,1351
66058,535
66059,1129
66060,439
66061,379
66062,1289
66063,438
66064,1763
66065,1168
66066,1121
66067,642
66068,2105
66069,3837
66070,1110
66071,1385
66072,4331
66073,1068
66074,436
66075,7200
66076,904
66077,2662
66078,681
66079,601
66080,848
66081,489
66082,1407
66083,179
66084,1563
66085,3753
66086,99
66087,1880
66088,669
66089,1128
66090,378
66091,116
66092,2168
66093,1751
66094,548
66095,3805
66096,2706
66097,328
66098,22931
66099,6552
66100,276
66101,2889
66102,5938
66103,515
66104,94
66105,473
66106,857
66107,597
66108,840
67001,12188
67002,1822
67003,791
67004,10135
67005,2380
67006,6758
67007,1727
67008,6731
67009,1776
67010,461
67011,7473
67012,1005
67013,2096
67014,1405
67015,2336
67016,1514
67017,4630
67018,2137
67019,3619
67020,2246
67021,5093
67022,597
67023,1152
67024,265
67025,23278
67026,4502
67027,965
67028,7689
67029,3589
67030,9122
67031,5202
67032,6371
67033,1678
67034,225
67035,14798
67036,482
67037,25669
67038,9786
67039,5148
67040,15393
67041,53481
67042,1529
67043,2518
67044,11861
67045,1266
67046,867
67047,16058
68001,363
68002,3447
68003,1054
68004,263
68005,2370
68006,3976
68007,1901
68008,573
68009,743
68010,1250
68011,10777
68012,14829
68013,1195
68014,1686
68015,6019
68016,208
68017,1359
68018,1642
68019,1383
68020,2750
68021,7223
68022,6815
68023,907
68024,53113
68025,3103
68026,1775
68027,11716
68028,119455
68029,475
68030,8564
68031,1305
68032,441
68033,4805
68034,900
68035,3995
68036,269
68037,254
68038,1879
68039,3559
68040,534
68041,18689
68042,2463
68043,2919
68044,791
68045,381
68046,571
69001,3089
69002,2066
69003,1077
69004,1106
69005,10495
69006,751
69007,314
69008,5032
69009,81
69010,1293
69011,524
69012,604
69013,1186
69014,874
69015,5844
69016,3039
69017,5350
69018,4231
69019,333
69020,1602
69021,819
69022,50008
69023,299
69024,789
69025,166
69026,424
69027,2705
69028,4856
69029,320
69030,1950
69031,1320
69032,880
69033,6219
69034,283
69035,25199
69036,906
69037,1674
69038,858
69039,292
69040,1275
69041,2580
69042,1153
69043,8693
69044,412
69045,1131
69046,34360
69047,646
69048,326
69049,671
69050,4700
69051,877
69052,119
69053,80
69054,613
69055,2344
69056,2427
69057,3707
69058,22136
69059,4172
69060,1284
69061,806
69062,957
69063,224
69064,435
69065,1533
69066,991
69067,825
69068,2090
69069,864
69070,736
69071,1238
69072,3980
69073,1608
69074,2301
69075,1103
69076,1219
69077,95
69078,203
69079,892
69080,150
69081,13884
69082,851
69083,19809
69084,2064
69085,2312
69086,5218
69087,3036
69088,703
69089,343
69090,3906
69091,2978
69092,1642
69093,751
69094,4158
69095,1205
69096,1700
69097,373
69098,1566
69099,40534
69100,899
69101,2208
69102,1193
69103,130
69104,120
70001,591
70002,2546
70003,7500
70004,1259
70005,1184
70006,47849
70007,596
70008,2447
70009,819
70010,7757
70011,1981
70012,493
70013,264
70014,454
70015,1320
70016,887
70017,3617
70018,623
70019,323
70020,746
70021,1721
70022,398
70023,3168
70024,1208
70025,1308
70026,759
70027,957
70028,731
70029,5051
70030,1681
70031,6561
70032,717
70033,640
70034,439
70035,503
70036,1116
70037,1068
70038,2078
70039,157
70040,474
70041,1031
70042,1249
70043,1443
70044,328
70045,314
70046,6183
70047,387
70048,536
70049,1685
70050,1618
70051,3485
70052,1074
70053,1265
70054,214
70055,2369
70056,105
70057,4970
70058,468
70059,3049
70060,654
70061,1156
70062,638
70063,150
70064,566
70065,1404
70066,526
70067,943
70068,1003
70069,4669
70070,813
70071,471
70072,4160
70073,323
70074,1615
70075,1817
70076,1206
70077,630
70078,32949
70079,719
70080,1279
70081,4520
70082,828
70083,2519
70084,3307
94001,395
94002,4883
94003,666
94004,680
94005,733
94006,827
94007,1278
94008,1064
94009,312
94010,1598
94011,150
94012,473
94013,103
94014,1191
94015,199
94016,925
94017,1312
94018,169
94019,568
94020,642
94021,1829
94022,2922
94023,20972
94024,655
94025,1060
94026,1678
94027,963
94028,2332
94029,502
94030,2067
94031,1590
94032,823
94033,243
94034,444
94035,648
94036,307
94037,600
94038,2190
94039,1044
94040,890
94041,511
94042,1090
94043,439
94044,1373
94045,680
94046,352
94047,272
94048,601
94049,686
94050,2207
94051,643
94052,11137
61001,1283
61002,7416
61003,4660
61004,5331
61005,51228
61006,2058
61007,6067
61008,1772
61009,5277
61010,5583
61011,1989
61012,5635
61013,10104
61014,1489
61015,17838
61016,7126
61017,7241
61018,13285
61019,21471
61020,9568
61021,8389
61022,73398
61023,1491
61024,1095
61025,1433
61026,3678
61027,26972
61028,4854
61029,9406
61030,376
61031,1182
61032,6819
61033,2027
61034,765
61035,1383
61036,4630
61037,9190
61038,526
61039,2028
61040,661
61041,3409
61042,6818
61043,12682
61044,639
61045,1079
61046,15907
61047,10119
61048,37728
61049,38778
61050,2083
61051,3004
61052,29444
61053,27548
61054,12087
61055,2987
61056,2204
61057,10482
61058,4541
61059,2824
61060,5741
61061,1597
61062,7827
61063,1403
61064,1470
61065,1731
61066,1245
61067,7756
61068,2257
61069,3054
61070,3292
61071,828
61072,447
61073,1725
61074,13530
61075,17021
61076,891
61077,14547
61078,22265
61079,872
61080,1962
61081,12133
61082,14190
61083,32183
61084,2597
61085,5635
61086,2129
61087,14857
61088,20688
61089,7270
61090,8671
61091,11691
61092,14504
61093,813
61094,19790
61095,6503
61096,777
61097,2665
61098,7215
61099,12165
61100,7618
61101,3425
61102,8089
61103,6873
61104,6577
62001,8115
62002,2690
62003,5450
62004,2476
62005,2011
62006,731
62007,2175
62008,57778
62009,1387
62010,2048
62011,1594
62012,2537
62013,977
62014,1612
62015,1260
62016,842
62017,1361
62018,1161
62019,2595
62020,1072
62021,1974
62022,3228
62023,3699
62024,2229
62025,2208
62026,3907
62027,2635
62028,2137
62029,3443
62030,3227
62031,1381
62032,1206
62033,1001
62034,1706
62035,2132
62036,423
62037,4655
62038,4112
62039,1753
62040,4037
62041,1480
62042,1374
62043,13143
62044,4682
62045,3756
62046,2343
62047,2055
62048,2020
62049,1611
62050,1879
62051,503
62052,2948
62053,2466
62054,2055
62055,1333
62056,1127
62057,4471
62058,9891
62059,2898
62060,2962
62061,2174
62062,1962
62063,725
62064,3125
62065,1161
62066,865
62067,3627
62068,3877
62069,867
62070,10663
62071,4198
62072,632
62073,3587
62074,7741
62075,1442
62076,3325
62077,2808
62078,492
63001,58961
63002,62271
63003,7710
63004,6944
63005,33527
63006,25694
63007,9981
63008,27092
63009,9995
63010,16108
63011,36781
63012,12255
63013,5163
63014,6976
63015,2487
63016,21800
63017,47261
63018,3170
63019,7903
63020,13515
63021,18428
63022,3767
63023,74416
63024,63824
63025,7882
63026,16921
63027,12517
63028,7046
63029,1715
63030,11958
63031,17525
63032,28565
63033,15787
63034,118906
63035,28454
63036,17522
63037,19382
63038,4770
63039,6147
63040,1554
63041,57750
63042,7791
63043,28994
63044,13983
63045,35535
63046,7928
63047,12349
63048,34843
63049,940940
63050,34139
63051,23459
63052,16167
63053,12667
63054,5919
63055,21948
63056,13200
63057,40065
63058,24848
63059,53254
63060,78870
63061,10298
63062,25071
63063,39685
63064,51600
63065,6756
63066,11928
63067,43304
63068,29468
63069,3385
63070,8831
63071,8833
63072,26617
63073,33075
63074,19376
63075,6436
63076,16183
63077,6122
63078,3093
63079,34220
63080,15956
63081,8735
63082,17752
63083,41088
63084,82329
63085,3500
63086,20416
63087,30997
63088,4295
63089,25269
63090,11879
63091,8738
63092,5094
64001,3962
64002,4064
64003,1747
64004,1532
64005,21146
64006,10563
64007,7584
64008,53064
64009,3076
64010,4523
64011,3619
64012,2258
64013,277
64014,2270
64015,4370
64016,1101
64017,3339
64018,2266
64019,1326
64020,1644
64021,910
64022,1082
64023,1893
64024,1552
64025,9061
64026,2627
64027,455
64028,2161
64029,2991
64030,1269
64031,1854
64032,2739
64033,2921
64034,5213
64035,3512
64036,3342
64037,610
64038,7813
64039,1851
64040,1556
64041,2126
64042,1469
64043,3325
64044,6091
64045,1103
64046,3071
64047,1636
64048,1825
64049,11837
64050,7259
64051,358
64052,3446
64053,3149
64054,11404
64055,2118
64056,1236
64057,7455
64058,2694
64059,5158
64060,740
64063,1156
64064,1581
64065,5171
64066,3875
64067,2105
64068,1702
64069,631
64070,2218
64071,282
64072,2097
64073,1439
64074,2842
64075,3702
64076,1818
64077,1899
64078,2307
64079,799
64080,3516
64081,715
64082,1130
64083,4789
64084,2476
64085,762
64086,1500
64087,1544
64088,1415
64089,1360
64090,711
64091,711
64092,3998
64093,1221
64095,2070
64096,1035
64097,1100
64098,775
64099,6840
64100,2779
64101,12217
64102,543
64103,3695
64104,2907
64105,1507
64106,1500
64107,2193
64108,1467
64109,1990
64110,1224
64111,459
64112,879
64113,785
64114,2606
64115,1258
64116,2358
64117,916
64118,1524
64119,3093
64120,997
64121,19131
65001,2533
65002,21590
65003,6310
65004,939
65005,6969
65006,4876
65007,33885
65008,1389
65009,5810
65010,2406
65011,801
65012,2206
65013,16953
65014,50281
65015,734
65016,5386
65017,4725
65018,2449
65019,2608
65020,1418
65021,7077
65022,16837
65023,359
65024,980
65025,23142
65026,1112
65027,1322
65028,5425
65029,1891
65030,1517
65031,8878
65032,2796
65033,494
65034,13456
65035,2295
65036,1306
65037,50774
65038,1806
65039,5063
65040,2260
65041,2033
65042,1183
65043,3471
65044,671
65045,795
65046,3243
65047,2519
65048,524
65049,557
65050,38492
65051,1193
65052,13788
65053,719
65054,1108
65055,4966
65056,11709
65057,1170
65058,1312
65059,1014
65060,1201
65061,1366
65062,729
65063,1381
65064,1012
65065,615
65066,5495
65067,21930
65068,2649
65069,1856
65070,1856
65071,2629
65072,11138
65073,12176
65074,525
65075,1486
65076,6363
65077,604
65078,44667
65079,23983
65080,2309
65081,2288
65082,6574
65083,3700
65084,1667
65085,987
65086,634
65087,5014
65088,34777
65089,3835
65090,10863
65091,1765
65092,853
65093,655
65094,1051
65095,1204
65096,2523
65097,5217
65098,2254
65099,25939
65100,3809
65101,2037
65102,2008
65103,1065
65104,2469
65105,1092
65106,7012
65107,1585
65108,8800
65109,1415
65110,378
65111,652
65112,771
65113,450
65114,11869
65115,1842
65116,130240
65117,499
65118,6562
65119,3709
65120,4071
65121,2689
65122,10467
65123,868
65124,545
65125,1672
65126,1655
65127,3193
65128,539
65129,2716
65130,8867
65131,405
65132,11014
65133,2414
65134,6516
65135,30748
65136,4745
65137,48762
65138,1524
65139,286
65140,3808
65141,1227
65142,9554
65143,3229
65144,685
65145,782
65146,7432
65147,1840
65148,1211
65149,2044
65150,482
65151,4107
65152,1570
65153,223
65154,8172
65155,1592
65156,3260
65157,7408
65158,13418
71001,2275
71002,862
71003,1146
71004,12700
71005,5999
71006,2645
71007,3055
71008,6793
71009,2537
71010,6679
71011,835
71012,3898
71013,1395
71014,1719
71015,2034
71016,1238
71017,1320
71018,1443
71019,151
71020,55036
71021,1566
71022,3594
71023,614
71024,148301
71025,4319
71026,442
71027,6239
71028,31858
71029,55029
71031,6072
71032,972
71033,11657
71034,666
71035,2544
71036,16933
71037,695
71038,4308
71039,2567
71040,2584
71041,1881
71042,1734
71043,3466
71044,1000
71046,26641
71047,12845
71048,902
71049,14444
71050,5648
71051,48856
71052,1849
71053,3794
71054,5742
71055,5191
71056,16643
71058,6817
71059,7401
71060,13634
71061,386
71062,1599
71063,2922
71064,3304
72001,20093
72002,16490
72003,10482
72004,69818
72006,313003
72008,2150
72010,11831
72011,52275
72012,11277
72014,15226
72015,19325
72016,14628
72017,19174
72018,5747
72019,25813
72020,47360
72021,26873
72022,19368
72023,42668
72024,12254
72025,14074
72027,37214
72028,24570
72029,57682
72030,47866
72031,18501
72032,25980
72033,20673
72034,1328
72035,17491
72036,25909
72037,18421
72038,24777
72039,6171
72040,9659
72041,25737
72043,26181
72044,8176
72046,26226
72047,12939
72048,17388
73001,6357
73002,6719
73003,16284
73004,13193
73005,3440
73006,5070
73007,21682
73008,30956
73009,14921
73010,8172
73011,9698
73012,30049
73013,47413
73014,5253
73015,31932
73016,5429
73017,3639
73018,2315
73019,15503
73020,7562
73021,15861
73022,11337
73023,1799
73024,14317
73025,8949
73026,15357
73027,189366
73028,4196
73029,13279
74001,83848
74002,16903
74003,19038
74004,6242
74005,11244
74006,8349
74007,39026
74008,35290
74009,13821
74010,25714
74011,14711
74012,30371
74013,6249
74014,6175
74015,9493
74016,13198
74017,18331
74018,5227
74019,10218
74020,9006
75002,6170
75003,5651
75004,6513
75005,4617
75006,9026
75007,4003
75008,1781
75009,2661
75010,6810
75011,9890
75012,1646
75013,2344
75014,11641
75015,3677
75016,19577
75017,2780
75018,3746
75019,5184
75020,12649
75021,5732
75022,23278
75023,5700
75024,5232
75025,3940
75026,8806
75027,2913
75028,5010
75029,25985
75030,15062
75031,20092
75032,1150
75033,1934
75034,5558
75035,93673
75036,8567
75037,13794
75038,11692
75039,13746
75040,8657
75041,1596
75042,11167
75043,9927
75044,6792
75045,2153
75046,3365
75047,3534
75048,13612
75049,2609
75050,3105
75051,4810
75052,30732
75053,5033
75054,2169
75055,7766
75056,2248
75057,5769
75058,1418
75059,8761
75060,1633
75061,5891
75063,10739
75064,9444
75065,7926
75066,4559
75067,1465
75068,7889
75069,5484
75070,5703
75071,3432
75072,2845
75073,6757
75074,1828
75075,3946
75076,5269
75077,4580
75078,3501
75079,13541
75080,2182
75081,4215
75082,1557
75083,14517
75084,11449
75085,11624
75086,2786
75087,14035
75088,17152
75089,5135
75090,12175
75091,4387
75092,13623
75093,6842
75094,1892
75095,1968
75096,2340
75097,6240
75098,9503
110001,97942
110002,92927
110003,54394
110004,28570
110005,11303
110006,8409
110007,13802
110008,6146
110009,55175
110010,14017
76001,1345
76002,2229
76003,1368
76004,1585
76005,576
76006,3747
76007,10739
76008,1767
76009,1237
76010,2559
76011,2671
76012,4795
76013,3890
76014,830
76015,1789
76016,361
76017,744
76018,1176
76019,549
76020,224
76021,839
76022,1969
76023,734
76024,745
76025,1260
76026,944
76027,573
76028,1798
76029,2375
76030,1309
76031,559
76032,2819
76033,1881
76034,4067
76035,823
76036,5457
76037,1597
76038,521
76039,5057
76040,4226
76041,1666
76042,12126
76043,13032
76044,4900
76045,3994
76046,5597
76047,1539
76048,17047
76049,534
76050,3711
76051,1458
76052,1150
76053,5037
76054,1400
76055,774
76056,3600
76057,4614
76058,1734
76059,5672
76060,3891
76061,937
76062,6834
76063,65988
76064,4181
76065,902
76066,12646
76067,1613
76068,2627
76069,1375
76070,3324
76071,3416
76072,1009
76073,1235
76074,950
76075,627
76076,2680
76077,685
76078,1444
76079,1353
76080,6267
76081,1411
76082,763
76083,2254
76084,1027
76085,6753
76086,1375
76087,535
76088,1067
76089,7179
76090,3050
76091,2965
76092,2001
76093,602
76094,1930
76095,11209
76096,2707
76097,2816
76098,3318
76099,714
76100,3143
77001,1706
77002,889
77003,11894
77004,673
77005,299
77006,1098
77007,650
77008,8154
77009,1008
77010,885
77011,4878
77012,2125
77013,4547
77014,60295
77015,2405
77016,6857
77017,9442
77018,6735
77019,376
77020,16835
77021,17868
77022,3904
77023,2501
77024,2609
77025,1109
77026,1342
77027,3763
77028,4900
77029,4802
77030,1394
77031,7514
78001,1012
78002,1753
78003,19733
78004,1549
78005,750
78006,1222
78007,375
78008,667
78009,4151
78010,13858
78011,2772
78012,2557
78013,1827
78014,892
78015,9136
78016,1223
78017,9857
78018,1151
78019,2671
78020,2124
78021,1316
78022,1167
78023,1575
78024,659
78025,7762
78026,3178
78027,212
78029,16670
78030,2792
78031,9424
78032,242
78033,21507
78034,2694
78035,486
78036,2267
78037,2961
78038,790
78039,1288
78040,9674
78041,859
78042,1222
78043,1159
78045,65197
78046,1007
78047,9774
78048,5081
78049,4252
78050,918
78051,3574
78052,1325
78053,1125
78054,1935
78055,2842
78056,2821
78057,1934
78058,8050
78059,1591
78060,2249
78061,1718
78062,2352
78063,1760
78064,771
78065,891
78066,3853
78067,2330
78068,2800
78069,2294
78070,8928
78071,1196
78072,741
78073,1701
78074,2638
78075,1896
78076,3345
78077,3078
78078,949
78079,9315
78080,1518
78081,20274
78082,1669
78083,4141
78084,2736
78085,1124
78086,338
78087,1937
78088,1180
78089,1007
78090,313
78091,15245
78092,650
78093,2090
78094,1323
78096,759
78097,1395
78098,1182
78099,1024
78100,676
78101,6495
78102,35692
78103,3236
78104,6908
78105,5534
78106,4249
78107,1870
78109,1015
78110,3080
78111,950
78112,1418
78113,571
78114,3240
78115,1219
78116,2528
78117,1260
78118,1342
78119,16428
78120,556
78121,3147
78122,5870
78123,7131
78124,959
78125,1891
78126,484
78127,3484
78128,2026
78129,1175
78130,1112
78131,1757
78132,4925
78133,2328
78134,1703
78135,2059
78136,3522
78137,856
78138,11232
78139,1139
78140,496
78142,6758
78143,4335
78145,1923
78146,4694
78147,636
78148,4436
78149,5944
78150,8723
78152,1064
78153,2750
78154,5433
78155,2632
78156,9725
78157,74850
79002,848
79003,1708
79004,769
79005,673
79007,470
79008,2865
79009,1240
79011,7263
79012,5067
79017,1745
79018,1910
79020,1429
79023,86590
79024,509
79025,355
79027,1098
79029,5195
79030,899
79033,1332
79034,1949
79036,4686
79039,6609
79042,5444
79043,2993
79047,3781
79048,2020
79052,562
79055,430
79056,1915
79058,3078
79059,5695
79060,5089
79061,4224
79063,1508
79065,565
79068,1144
79069,4489
79071,396
79072,2187
79073,839
79074,991
79077,721
79080,1712
79081,5377
79083,795
79087,4711
79088,491
79089,1129
79092,1945
79094,1029
79095,2501
79096,2583
79099,1970
79108,709
79110,1467
79114,3881
79115,1569
79116,1428
79117,2048
79118,1790
79122,1662
79123,3358
79126,493
79127,7581
79129,2959
79130,4416
79131,3168
79133,4639
79134,784
79137,8760
79138,2931
79139,1491
79142,3550
79143,2359
79146,2555
79147,3682
79148,955
79151,1559
79157,1484
79160,67713
80001,2821
80002,482
80003,2078
80004,1210
80005,4842
80006,949
80007,9609
80008,2503
80009,4069
80010,1228
80011,397
80012,8781
80013,4110
80014,3365
80015,1085
80016,794
80017,751
80018,4392
80019,415
80020,697
80021,465
80022,1402
80023,2158
80024,712
80025,6946
80026,536
80027,6410
80028,9970
80029,4787
80030,814
80031,3197
80032,1573
80033,762
80034,857
80035,1545
80036,2455
80037,1676
80038,19443
80039,6851
80040,2958
80041,379
80042,4746
80043,12110
80044,2600
80045,6304
80046,1412
80047,513
80048,836
80049,4737
80050,10656
80051,2343
80052,3547
80053,5804
80054,5758
80055,5017
80056,2116
80057,18069
80058,496
80059,1090
80060,3751
80061,9791
80062,1115
80063,173456
80064,1869
80065,7721
80066,384
80067,6255
80068,966
80069,14170
80070,731
80071,3006
80072,404
80073,2365
80074,3506
80075,1063
80076,504
80077,1598
80078,799
80079,579
80080,318
80081,3846
80082,1368
80083,1172
80084,860
80085,4714
80086,2506
80087,790
80088,17315
80089,1924
80090,195
80091,1253
80092,2443
80093,14993
80094,466
80095,2048
80096,13052
80097,4662
101001,2081
101002,1583
101003,522
101004,2443
101005,890
101006,1053
101007,2545
101008,14277
101009,5391
101010,60112
101011,2894
101012,9827
101013,17663
101014,3311
101015,6063
101016,1040
101017,8815
101018,3155
101019,5474
101020,2011
101021,725
101022,1953
101023,1082
101024,2924
101025,6331
101026,760
101027,1692
102001,1945
102002,1279
102003,4169
102004,672
102005,965
102006,3086
102007,1108
102008,1918
102009,2042
102010,2027
102011,5007
102012,1780
102013,1348
102014,1846
102015,1620
102016,1962
102017,4409
102018,1761
102019,3331
102020,2043
102021,6471
102022,666
102023,1575
102024,1173
102025,5996
102026,1262
102027,9045
102028,994
102029,900
102030,4979
102031,4442
102032,3992
102033,2112
102034,2589
102035,1245
102036,2877
102037,6456
102038,924
102039,1136
102040,2290
102041,795
102042,1426
102043,2357
102044,6051
102045,734
102046,962
102047,31097
102048,697
102049,1762
102050,1902
81001,44857
81002,2763
81003,6288
81004,11470
81005,14644
81006,30280
81007,5357
81008,26373
81009,4303
81010,3876
81011,80369
81012,50046
81013,10928
81014,7391
81015,10001
81016,1397
81017,1601
81018,10060
81019,4875
81020,4807
81021,65249
81022,11553
81023,1838
81024,8037
81025,8669
82001,3403
82002,1871
82003,1105
82004,8452
82005,9835
82006,53149
82007,6316
82008,1875
82009,11053
82010,4227
82011,4085
82012,1266
82013,7098
82014,7936
82015,3690
82016,466
82017,7551
82018,1186
82019,3040
82020,11571
82021,38797
82022,8359
82023,11543
82024,3132
82025,2913
82026,979
82027,13994
82028,4971
82029,2639
82030,3524
82031,11894
82032,3821
82033,1555
82034,10694
82035,12763
82036,6358
82037,1782
82038,2271
82039,1746
82040,1100
82041,887
82042,1368
82043,7078
82044,3671
82045,6407
82046,6283
82047,2754
82048,28587
82049,37375
82050,5879
82051,3050
82052,1881
82053,640720
82054,30729
82055,3076
82056,2520
82057,5758
82058,3045
82059,2857
82060,4392
82061,1389
82062,2232
82063,5091
82064,8247
82065,1435
82066,970
82067,10952
82068,2590
82069,389
82070,25382
82071,12528
82072,4157
82073,10248
82074,3015
82075,1291
82076,3323
82077,1851
82078,2525
82079,19643
82080,3164
82081,631
82082,911
83001,1792
83002,694
83003,2386
83004,836
83005,40263
83006,554
83007,5777
83008,2846
83009,13157
83010,4354
83011,3104
83012,747
83013,1186
83014,2923
83015,1089
83016,2240
83017,2167
83018,447
83019,2717
83020,1338
83021,1316
83022,441
83023,983
83024,868
83025,3619
83026,594
83027,3185
83028,3863
83029,3116
83030,2373
83031,344
83032,9147
83033,6844
83034,1446
83035,1624
83036,1508
83037,684
83038,2722
83039,1609
83040,727
83041,12334
83042,1359
83043,976
83044,650
83045,558
83046,1411
83047,2346
