comune_denominazione,comune_codice_istat,latitudine,longitudine
Sinio,004220,44.600339,8.019938
Somano,004221,44.535338,8.007839
Sommariva del Bosco,004222,44.768741,7.78533
Sommariva Perno,004223,44.745642,7.900633
Stroppo,004224,44.506858,7.125828
Tarantasca,004225,44.493679,7.543677
Torre Bormida,004226,44.56274,8.154441
Torre Mondovì,004227,44.352832,7.89964
Torre San Giorgio,004228,44.735739,7.528128
Torresina,004229,44.433639,8.036745
Treiso,004230,44.689151,8.086845
Trezzo Tinella,004231,44.677049,8.107468
Trinità,004232,44.508277,7.757897
Valdieri,004233,44.277626,7.397631
Valgrana,004234,44.411229,7.380128
Valloriate,004235,44.338067,7.374371
Venasca,004237,44.562163,7.396865
Verduno,004238,44.66614,7.930735
Vernante,004239,44.245027,7.533834
Verzuolo,004240,44.602899,7.474941
Vezza d'Alba,004241,44.76364,7.996134
Vicoforte,004242,44.374442,7.872552
Vignolo,004243,44.362229,7.472731
Villafalletto,004244,44.543734,7.540129
Villanova Mondovì,004245,44.346932,7.766338
Villanova Solaro,004246,44.729938,7.574426
Villar San Costanzo,004247,44.484731,7.382226
Vinadio,004248,44.309025,7.176025
Viola,004249,44.290744,7.966471
Vottignasco,004250,44.564134,7.579129
Agliano Terme,005001,44.791012,8.249988
Albugnano,005002,45.077966,7.971154
Antignano,005003,44.845059,8.13484
Aramengo,005004,45.101082,8.000528
Asti,005005,44.826013,8.202686
Azzano d'Asti,005006,44.874588,8.267791
Baldichieri d'Asti,005007,44.905948,8.091638
Belveglio,005008,44.830438,8.330191
Berzano di San Pietro,005009,45.094813,7.953012
Bruno,005010,44.793248,8.440543
Bubbio,005011,44.663673,8.295134
Buttigliera d'Asti,005012,45.022638,7.950799
Calamandrana,005013,44.737016,8.334154
Calliano,005014,45.007826,8.25694
Calosso,005015,44.739837,8.227501
Camerano Casasco,005016,44.991013,8.091198
Canelli,005017,44.719278,8.287138
Cantarana,005018,44.900516,8.030217
Capriglio,005019,45.004136,8.007991
Casorzo,005020,45.02339,8.334503
Cassinasco,005021,44.689092,8.303238
Castagnole delle Lanze,005022,44.75114,8.150245
Castagnole Monferrato,005023,44.961596,8.306235
Castel Boglione,005024,44.720396,8.380106
Castell'Alfero,005025,44.982097,8.209929
Castellero,005026,44.924338,8.074544
Castelletto Molina,005027,44.750955,8.433094
Castello di Annone,005028,44.879039,8.31389
Castelnuovo Belbo,005029,44.801534,8.412187
Castelnuovo Calcea,005030,44.788106,8.2853
Castelnuovo Don Bosco,005031,45.040849,7.963128
Castel Rocchero,005032,44.718346,8.415344
Cellarengo,005033,44.866689,7.944725
Celle Enomondo,005034,44.857347,8.122392
Cerreto d'Asti,005035,45.05215,8.035071
Cerro Tanaro,005036,44.872416,8.360249
Cessole,005037,44.648944,8.24364
Chiusano d'Asti,005038,44.985716,8.117159
Cinaglio,005039,44.975249,8.100033
Cisterna d'Asti,005040,44.825007,8.004618
Coazzolo,005041,44.72837,8.145331
Cocconato,005042,45.087459,8.039221
Corsione,005044,45.000907,8.146056
Cortandone,005045,44.958967,8.057802
Cortanze,005046,45.015018,8.08938
Cortazzone,005047,44.979636,8.061662
Cortiglione,005048,44.822849,8.358889
Cossombrato,005049,44.99432,8.136651
Costigliole d'Asti,005050,44.786418,8.182223
Cunico,005051,45.03995,8.096731
Dusino San Michele,005052,44.925493,7.97219
Ferrere,005053,44.875446,7.994732
Fontanile,005054,44.753259,8.422351
Frinco,005055,45.004901,8.168806
Grana,005056,44.998351,8.299436
Grazzano Badoglio,005057,45.039582,8.313553
Incisa Scapaccino,005058,44.808456,8.373444
Isola d'Asti,005059,44.829367,8.177452
Loazzolo,005060,44.669043,8.258442
Maranzana,005061,44.760563,8.478257
Maretto,005062,44.944711,8.034271
Moasca,005063,44.762719,8.277822
Mombaldone,005064,44.569556,8.330186
Mombaruzzo,005065,44.771349,8.448909
Mombercelli,005066,44.81771,8.294669
Monale,005067,44.93605,8.071859
Monastero Bormida,005068,44.648543,8.326643
Moncalvo,005069,45.050222,8.26522
Moncucco Torinese,005070,45.068107,7.932533
Mongardino,005071,44.849233,8.218475
Montabone,005072,44.698745,8.390644
Montafia,005073,44.989289,8.024872
Montaldo Scarampi,005074,44.830345,8.259052
Montechiaro d'Asti,005075,45.007816,8.112152
Montegrosso d'Asti,005076,44.823943,8.239782
Montemagno,005077,44.983701,8.323579
Moransengo,005079,45.11483,8.025051
Nizza Monferrato,005080,44.77331,8.353709
Olmo Gentile,005081,44.58582,8.247201
Passerano Marmorito,005082,45.05585,8.018729
Penango,005083,45.033201,8.250253
Piea,005084,45.025113,8.071827
Pino d'Asti,005085,45.05745,7.986229
Piovà Massaia,005086,45.054532,8.049276
Portacomaro,005087,44.957405,8.258145
Quaranti,005088,44.750947,8.449144
Refrancore,005089,44.936297,8.343661
Revigliasco d'Asti,005090,44.85854,8.158222
Roatto,005091,44.951609,8.027015
Robella,005092,45.101652,8.10193
Rocca d'Arazzo,005093,44.873212,8.285806
Roccaverano,005094,44.592176,8.271898
Rocchetta Palafea,005095,44.706723,8.346003
Rocchetta Tanaro,005096,44.858671,8.345706
San Damiano d'Asti,005097,44.833445,8.063534
San Giorgio Scarampi,005098,44.611329,8.242425
San Martino Alfieri,005099,44.818627,8.109185
San Marzano Oliveto,005100,44.754021,8.295757
San Paolo Solbrito,005101,44.950565,7.970582
Scurzolengo,005103,44.965799,8.278499
Serole,005104,44.553887,8.259555
Sessame,005105,44.6695,8.337265
Settime,005106,44.962466,8.11397
Soglio,005107,44.996298,8.078514
Tigliole,005108,44.886952,8.075355
Tonco,005109,45.024451,8.190036
Tonengo,005110,45.117473,8.00196
Vaglio Serra,005111,44.796406,8.339014
Valfenera,005112,44.901746,7.964331
Vesime,005113,44.636851,8.22817
Viale,005114,45.000745,8.05012
Viarigi,005115,44.980508,8.358455
Vigliano d'Asti,005116,44.835433,8.231949
Villafranca d'Asti,005117,44.91329,8.032501
Villanova d'Asti,005118,44.941889,7.937502
Villa San Secondo,005119,45.005075,8.135249
Vinchio,005120,44.807318,8.317386
Montiglio Monferrato,005121,45.06447,8.098861
Acqui Terme,006001,44.675145,8.467546
Albera Ligure,006002,44.702351,9.066158
Alessandria,006003,44.834953,8.74503
Alfiano Natta,006004,45.048552,8.208334
Alice Bel Colle,006005,44.726046,8.450745
Altavilla Monferrato,006007,44.993552,8.375938
Alzano Scrivia,006008,45.018057,8.880649
Arquata Scrivia,006009,44.687845,8.885338
Avolasca,006010,44.802832,8.965144
Balzola,006011,45.183005,8.402652
Basaluzzo,006012,44.767905,8.704785
Bassignana,006013,45.001634,8.734624
Belforte Monferrato,006014,44.625046,8.661251
Bergamasco,006015,44.827249,8.454743
Berzano di Tortona,006016,44.876356,8.949685
Bistagno,006017,44.661518,8.369525
Borghetto di Borbera,006018,44.730892,8.945331
Borgoratto Alessandrino,006019,44.83625,8.538545
Borgo San Martino,006020,45.090963,8.525829
Bosco Marengo,006021,44.825551,8.677248
Bosio,006022,44.650033,8.792389
Bozzole,006023,45.070192,8.606488
Brignano-Frascata,006024,44.810065,9.042552
Cabella Ligure,006025,44.673751,9.09576
Camagna Monferrato,006026,45.017653,8.429739
Camino,006027,45.162142,8.287403
Cantalupo Ligure,006028,44.718152,9.044958
Capriata d'Orba,006029,44.727849,8.69085
Carbonara Scrivia,006030,44.8494,8.869654
Carentino,006031,44.828739,8.471299
Carezzano,006032,44.806893,8.900179
Carpeneto,006033,44.677202,8.606409
Carrega Ligure,006034,44.619046,9.175637
Carrosio,006035,44.658248,8.831554
Cartosio,006036,44.591842,8.420131
Casal Cermelli,006037,44.83495,8.624946
Casaleggio Boiro,006038,44.633547,8.730452
Casale Monferrato,006039,45.136266,8.449813
Casalnoceto,006040,44.913177,8.981156
Casasco,006041,44.828347,9.005811
Cassine,006043,44.749948,8.527846
Cassinelle,006044,44.601544,8.563449
Castellania Coppi,006045,44.798268,8.930478
Castellar Guidobono,006046,44.905726,8.948289
Castellazzo Bormida,006047,44.84505,8.577245
Castelletto d'Erro,006048,44.62559,8.394288
Castelletto d'Orba,006049,44.684548,8.703951
Castelletto Merli,006050,45.074454,8.240564
Castelletto Monferrato,006051,44.981148,8.564545
Castelnuovo Bormida,006052,44.742648,8.548547
Castelnuovo Scrivia,006053,44.980249,8.880356
Castelspina,006054,44.806149,8.583146
Cavatore,006055,44.630344,8.454247
Cella Monte,006056,45.074868,8.391185
Cereseto,006057,45.087654,8.319935
Cerreto Grue,006058,44.842216,8.931119
Cerrina Monferrato,006059,45.121354,8.213832
Coniolo,006060,45.146852,8.371519
Conzano,006061,45.019717,8.456369
Costa Vescovato,006062,44.81643,8.926872
Cremolino,006063,44.635945,8.585249
Denice,006065,44.598842,8.333145
Dernice,006066,44.766872,9.05076
Fabbrica Curone,006067,44.784954,9.147559
Felizzano,006068,44.899964,8.436212
Fraconalto,006069,44.591047,8.878456
Francavilla Bisio,006070,44.734649,8.731251
Frascaro,006071,44.826449,8.532245
Frassinello Monferrato,006072,45.031753,8.387638
Frassineto Po,006073,45.133411,8.533943
Fresonara,006074,44.78295,8.686149
Frugarolo,006075,44.837151,8.681548
Fubine Monferrato,006076,44.962752,8.42994
Gabiano,006077,45.156754,8.195231
Gamalero,006078,44.809049,8.541645
Garbagna,006079,44.780453,8.997856
Gavi,006081,44.687649,8.809353
Giarole,006082,45.060555,8.566541
Gremiasco,006083,44.796254,9.106858
Grognardo,006084,44.63055,8.492931
Grondona,006085,44.69645,8.965456
Guazzora,006086,45.0138,8.843573
Isola Sant'Antonio,006087,45.030501,8.848734
Lerma,006088,44.636047,8.715452
Malvicino,006090,44.559342,8.413147
Masio,006091,44.869649,8.407741
Melazzo,006092,44.643944,8.424946
Merana,006093,44.518798,8.298076
Mirabello Monferrato,006094,45.035552,8.523249
Molare,006095,44.618645,8.60055
Molino dei Torti,006096,45.023436,8.892237
Mombello Monferrato,006097,45.132854,8.250333
Momperone,006098,44.838445,9.035317
Moncestino,006099,45.15476,8.161422
Mongiardino Ligure,006100,44.640139,9.061854
Monleale,006101,44.887066,8.980251
Montacuto,006102,44.766453,9.104958
Montaldeo,006103,44.667147,8.730152
Montaldo Bormida,006104,44.682647,8.587848
Montecastello,006105,44.949452,8.685741
Montechiaro d'Acqui,006106,44.59494,8.37957
Montegioco,006107,44.841776,8.963008
Montemarzino,006108,44.848338,8.99361
Morano sul Po,006109,45.164222,8.365692
Morbello,006110,44.590801,8.518387
Mornese,006111,44.639247,8.756153
Morsasco,006112,44.665346,8.550848
Murisengo,006113,45.083776,8.137233
Novi Ligure,006114,44.76085,8.789551
Occimiano,006115,45.060255,8.50764
Odalengo Grande,006116,45.10976,8.166903
Odalengo Piccolo,006117,45.071652,8.206033
Olivola,006118,45.037388,8.367527
Orsara Bormida,006119,44.690146,8.562748
Ottiglio,006120,45.054321,8.338375
Ovada,006121,44.638346,8.64525
Oviglio,006122,44.86125,8.487743
Ozzano Monferrato,006123,45.108923,8.37023
Paderna,006124,44.820713,8.89163
Pareto,006125,44.516402,8.382161
Parodi Ligure,006126,44.669748,8.758652
Pasturana,006127,44.75085,8.749251
Pecetto di Valenza,006128,44.989755,8.670945
Pietra Marazzi,006129,44.943799,8.67014
Pomaro Monferrato,006131,45.062915,8.594743
Pontecurone,006132,44.960475,8.933609
Pontestura,006133,45.143284,8.333425
Ponti,006134,44.627476,8.36539
Ponzano Monferrato,006135,45.084853,8.265534
Ponzone,006136,44.588185,8.458654
Pozzol Groppo,006137,44.878055,9.029854
Pozzolo Formigaro,006138,44.795154,8.784849
Prasco,006139,44.639245,8.551948
Predosa,006140,44.752637,8.658324
Quargnento,006141,44.944966,8.487386
Quattordio,006142,44.89635,8.404941
Ricaldone,006143,44.731935,8.467775
Rivalta Bormida,006144,44.711375,8.550068
Rivarone,006145,44.976855,8.715646
Roccaforte Ligure,006146,44.677486,9.028695
Rocca Grimalda,006147,44.671447,8.64845
Rocchetta Ligure,006148,44.706551,9.050458
Rosignano Monferrato,006149,45.079878,8.398478
Sala Monferrato,006150,45.075154,8.358736
Sale,006151,44.980656,8.809348
San Cristoforo,006152,44.692248,8.750152
San Giorgio Monferrato,006153,45.107685,8.413055
San Salvatore Monferrato,006154,44.994154,8.565942
San Sebastiano Curone,006155,44.785816,9.064654
Sant'Agata Fossili,006156,44.784752,8.921154
Sardigliano,006157,44.752885,8.896325
Sarezzano,006158,44.867612,8.912663
Serralunga di Crea,006159,45.100254,8.282034
Serravalle Scrivia,006160,44.72558,8.8547
Sezzadio,006161,44.784849,8.572546
Silvano d'Orba,006162,44.686915,8.67496
Solero,006163,44.918498,8.511902
Solonghello,006164,45.129054,8.283234
Spigno Monferrato,006165,44.543141,8.333946
Spineto Scrivia,006166,44.837353,8.873752
Stazzano,006167,44.727394,8.867728
Strevi,006168,44.698146,8.521847
Tagliolo Monferrato,006169,44.638346,8.665851
Tassarolo,006170,44.728549,8.771552
Terruggia,006171,45.082255,8.443238
Terzo,006172,44.670445,8.421645
Ticineto,006173,45.098026,8.555658
Tortona,006174,44.89666,8.864128
Treville,006175,45.096854,8.359536
Trisobbio,006176,44.661646,8.586149
Valenza,006177,45.014025,8.645821
Valmacca,006178,45.100786,8.582789
Vignale Monferrato,006179,45.011253,8.396138
Vignole Borbera,006180,44.709948,8.891262
Viguzzolo,006181,44.905507,8.918616
Villadeati,006182,45.072252,8.167932
Villalvernia,006183,44.815352,8.857252
Villamiroglio,006184,45.134725,8.170291
Villanova Monferrato,006185,45.182857,8.479237
Villaromagnano,006186,44.849653,8.887752
Visone,006187,44.661845,8.500747
Volpedo,006188,44.890375,8.9823
Volpeglino,006189,44.892495,8.96006
Voltaggio,006190,44.620354,8.842748
Cassano Spinola,006191,44.766166,8.863175
Alluvioni Piovera,006192,44.982464,8.752398
Lu e Cuccaro Monferrato,006193,44.996613,8.474265
Ailoche,096001,45.698291,8.221213
Andorno Micca,096002,45.609264,8.05272
Benna,096003,45.513662,8.126623
Biella,096004,45.566954,8.086912
Bioglio,096005,45.606808,8.129709
Borriana,096006,45.506161,8.038621
Brusnengo,096007,45.593865,8.251924
Callabiana,096008,45.631365,8.09722
Camandona,096009,45.644165,8.09972
Camburzano,096010,45.543668,8.003131
Candelo,096012,45.546208,8.112599
Caprile,096013,45.689752,8.21626
Casapinta,096014,45.616096,8.195713
Castelletto Cervo,096015,45.516218,8.226654
Cavaglià,096016,45.407734,8.093429
Cerrione,096018,45.468361,8.068123
Coggiola,096019,45.688139,8.176264
Cossato,096020,45.569912,8.179988
Crevacuore,096021,45.686868,8.246722
Curino,096023,45.627597,8.23728
Donato,096024,45.528192,7.908557
Dorzano,096025,45.42606,8.098524
Gaglianico,096026,45.537862,8.075022
Gifflenga,096027,45.493063,8.232226
Graglia,096028,45.558562,7.978019
Magnano,096030,45.462058,8.004502
Massazza,096031,45.491362,8.164524
Masserano,096032,45.594632,8.224249
Mezzana Mortigliengo,096033,45.626566,8.189522
Miagliano,096034,45.613464,8.044719
Mongrando,096035,45.527732,8.010583
Mottalciata,096037,45.505063,8.206725
Muzzano,096038,45.560762,7.988919
Netro,096039,45.537929,7.945516
Occhieppo Inferiore,096040,45.55612,8.021519
Occhieppo Superiore,096041,45.565062,8.001319
Pettinengo,096042,45.613064,8.104221
Piatto,096043,45.589864,8.135322
Piedicavallo,096044,45.689803,7.95479
Pollone,096046,45.579763,8.005919
Ponderano,096047,45.538462,8.055921
Portula,096048,45.675283,8.179365
Pralungo,096049,45.592148,8.037924
Pray,096050,45.676196,8.208714
Ronco Biellese,096053,45.581354,8.098778
Roppolo,096054,45.420559,8.069724
Rosazza,096055,45.675765,7.977117
Sagliano Micca,096056,45.625764,8.043319
Sala Biellese,096057,45.50816,7.95842
Salussola,096058,45.449324,8.109157
Sandigliano,096059,45.518562,8.077522
Sordevolo,096063,45.573638,7.974245
Sostegno,096064,45.652854,8.269701
Strona,096065,45.616565,8.169122
Tavigliano,096066,45.623258,8.052881
Ternengo,096067,45.589748,8.116028
Tollegno,096068,45.593049,8.051676
Torrazzo,096069,45.49838,7.953648
Valdengo,096071,45.567322,8.136866
Vallanzengo,096072,45.603265,8.150422
Valle San Nicolao,096074,45.606969,8.141182
Veglio,096075,45.640565,8.11412
Verrone,096076,45.503662,8.119023
Vigliano Biellese,096077,45.564475,8.104537
Villa del Bosco,096078,45.620566,8.279624
Villanova Biellese,096079,45.481562,8.194325
Viverone,096080,45.425554,8.051215
Zimone,096081,45.44926,8.035808
Zubiena,096082,45.492752,7.997712
Zumaglia,096083,45.593864,8.089421
Lessona,096085,45.58727,8.194337
Campiglia Cervo,096086,45.662808,7.999942
Quaregna Cerreto,096087,45.575018,8.1614
Valdilana,096088,45.666126,8.144302
Antrona Schieranco,103001,46.05688,8.09646
Anzola d'Ossola,103002,45.988976,8.344519
Arizzano,103003,45.957377,8.582925
Arola,103004,45.808356,8.357465
Aurano,103005,45.999111,8.588311
Baceno,103006,46.260882,8.320213
Bannio Anzino,103007,45.959966,8.155128
Baveno,103008,45.908916,8.505017
Bee,103009,45.963268,8.575854
Belgirate,103010,45.838874,8.571427
Beura-Cardezza,103011,46.079578,8.299716
Bognanco,103012,46.126378,8.201113
Brovello-Carpugnino,103013,45.851801,8.539622
Calasca-Castiglione,103014,45.99173,8.193377
Cambiasca,103015,45.962377,8.544624
Cannero Riviera,103016,46.02125,8.681398
Cannobio,103017,46.061808,8.697639
Caprezzo,103018,45.981978,8.562824
Casale Corte Cerro,103019,45.915843,8.413678
Ceppo Morelli,103021,45.971773,8.067713
Cesara,103022,45.834472,8.366422
Cossogno,103023,45.964077,8.509623
Craveggia,103024,46.140377,8.489429
Crevoladossola,103025,46.148584,8.297416
Crodo,103026,46.223301,8.323936
Domodossola,103028,46.115245,8.292046
Druogno,103029,46.134537,8.436344
Formazza,103031,46.374475,8.421044
Germagno,103032,45.892281,8.388294
Ghiffa,103033,45.959122,8.619823
Gignese,103034,45.860769,8.509671
Gravellona Toce,103035,45.930175,8.431222
Gurro,103036,46.085676,8.570615
Intragna,103037,45.994151,8.572928
Loreglia,103038,45.906581,8.37119
Macugnaga,103039,45.969872,7.966011
Madonna del Sasso,103040,45.788014,8.346854
Malesco,103041,46.126618,8.500919
Masera,103042,46.139979,8.323415
Massiola,103043,45.91243,8.320078
Mergozzo,103044,45.96128,8.449525
Miazzina,103045,45.976377,8.522223
Montecrestese,103046,46.162833,8.329842
Montescheno,103047,46.06792,8.225245
Nonio,103048,45.845773,8.377522
Oggebbio,103049,45.997679,8.650425
Omegna,103050,45.879774,8.408022
Ornavasso,103051,45.962083,8.393624
Pallanzeno,103052,46.041976,8.258116
Piedimulera,103053,46.024238,8.259263
Pieve Vergonte,103054,46.012976,8.260816
Premeno,103055,45.978099,8.5961
Premia,103056,46.268144,8.339
Premosello-Chiovenda,103057,46.003956,8.32759
Quarna Sopra,103058,45.871379,8.374771
Quarna Sotto,103059,45.868538,8.364781
Re,103060,46.129855,8.54415
San Bernardino Verbano,103061,45.995222,8.456146
Santa Maria Maggiore,103062,46.134955,8.467278
Stresa,103064,45.883728,8.539027
Toceno,103065,46.144097,8.468442
Trarego Viggiona,103066,46.038692,8.646128
