comune_denominazione,comune_codice_istat,latitudine,longitudine
Serravalle Pistoiese,047020,43.90585,10.83302
Uzzano,047021,43.892628,10.706057
Chiesina Uzzanese,047022,43.8391,10.719342
Abetone Cutigliano,047023,44.124864,10.711228
San Marcello Piteglio,047024,44.067673,10.812002
Bagno a Ripoli,048001,43.752172,11.319995
Barberino di Mugello,048002,44.000541,11.238381
Borgo San Lorenzo,048004,43.954248,11.386468
Calenzano,048005,43.865249,11.167368
Campi Bisenzio,048006,43.821634,11.136678
Capraia e Limite,048008,43.759563,10.9997
Castelfiorentino,048010,43.605607,10.971248
Cerreto Guidi,048011,43.758922,10.879013
Certaldo,048012,43.547853,11.041199
Dicomano,048013,43.891962,11.52365
Empoli,048014,43.719488,10.945856
Fiesole,048015,43.806669,11.293074
Firenze,048017,43.769871,11.255576
Firenzuola,048018,44.119079,11.379227
Fucecchio,048019,43.729202,10.808205
Gambassi Terme,048020,43.539113,10.954075
Greve in Chianti,048021,43.58246,11.316873
Impruneta,048022,43.685345,11.254664
Lastra a Signa,048024,43.770985,11.107215
Londa,048025,43.860567,11.566812
Marradi,048026,44.075738,11.612896
Montaione,048027,43.552937,10.912773
Montelupo Fiorentino,048028,43.733153,11.020877
Montespertoli,048030,43.64355,11.075141
Palazzuolo sul Senio,048031,44.112297,11.54774
Pelago,048032,43.771824,11.50463
Pontassieve,048033,43.775426,11.439991
Reggello,048035,43.683088,11.536896
Rignano sull'Arno,048036,43.72105,11.451427
Rufina,048037,43.826668,11.490078
San Casciano in Val di Pesa,048038,43.65696,11.185668
San Godenzo,048039,43.925556,11.618428
Scandicci,048041,43.75671,11.184762
Sesto Fiorentino,048043,43.831721,11.199224
Signa,048044,43.780693,11.096453
Vaglia,048046,43.907149,11.281814
Vicchio,048049,43.933235,11.46529
Vinci,048050,43.787397,10.927106
Figline e Incisa Valdarno,048052,43.630795,11.462946
Scarperia e San Piero,048053,44.010965,11.33135
Barberino Tavarnelle,048054,43.545562,11.204681
Bibbona,049001,43.269784,10.59727
Campiglia Marittima,049002,43.060628,10.615496
Campo nell'Elba,049003,42.758772,10.19897
Capoliveri,049004,42.743452,10.37878
Capraia Isola,049005,43.04818,9.843401
Castagneto Carducci,049006,43.160742,10.611006
Cecina,049007,43.311345,10.517344
Collesalvetti,049008,43.588912,10.476264
Livorno,049009,42.790219,10.340281
Marciana,049010,42.789422,10.168535
Marciana Marina,049011,42.803608,10.196768
Piombino,049012,42.923166,10.526819
Porto Azzurro,049013,42.766298,10.395753
Portoferraio,049014,42.811582,10.313053
Rosignano Marittimo,049017,43.406786,10.473366
San Vincenzo,049018,43.100695,10.538791
Sassetta,049019,43.128991,10.643908
Suvereto,049020,43.079015,10.678681
Rio,049021,42.832548,10.411777
Bientina,050001,43.710184,10.620321
Buti,050002,43.727302,10.587717
Calci,050003,43.725799,10.515281
Calcinaia,050004,43.683201,10.615308
Capannoli,050005,43.586731,10.674457
Casale Marittimo,050006,43.297061,10.615308
Cascina,050008,43.676674,10.549224
Castelfranco di Sotto,050009,43.699715,10.745178
Castellina Marittima,050010,43.412569,10.576177
Castelnuovo di Val di Cecina,050011,43.207998,10.906051
Chianni,050012,43.48612,10.642362
Fauglia,050014,43.570638,10.514409
Guardistallo,050015,43.312708,10.63284
Lajatico,050016,43.475418,10.728284
Montecatini Val di Cecina,050019,43.392816,10.749093
Montescudaio,050020,43.326278,10.626995
Monteverdi Marittimo,050021,43.177439,10.714408
Montopoli in Val d'Arno,050022,43.670299,10.760832
Orciano Pisano,050023,43.494436,10.51151
Palaia,050024,43.605041,10.772014
Peccioli,050025,43.548027,10.720848
Pisa,050026,43.71594,10.401862
Pomarance,050027,43.299237,10.872401
Ponsacco,050028,43.620713,10.630829
Pontedera,050029,43.663454,10.635485
Riparbella,050030,43.364625,10.599529
San Giuliano Terme,050031,43.762996,10.44104
San Miniato,050032,43.67975,10.850095
Santa Croce sull'Arno,050033,43.710108,10.781941
Santa Luce,050034,43.472336,10.563512
Santa Maria a Monte,050035,43.698064,10.692998
Terricciola,050036,43.524738,10.680114
Vecchiano,050037,43.783342,10.384403
Vicopisano,050038,43.699832,10.584695
Volterra,050039,43.400337,10.860019
Casciana Terme Lari,050040,43.552159,10.594206
Crespina Lorenzana,050041,43.587912,10.554653
Anghiari,051001,43.540966,12.054582
Arezzo,051002,43.517202,11.763879
Badia Tedalda,051003,43.709208,12.184876
Bibbiena,051004,43.695548,11.817341
Bucine,051005,43.479199,11.616975
Capolona,051006,43.563998,11.858786
Caprese Michelangelo,051007,43.639852,11.98484
Castel Focognano,051008,43.654028,11.788439
Castel San Niccolò,051010,43.722917,11.656598
Castiglion Fibocchi,051011,43.527965,11.763176
Castiglion Fiorentino,051012,43.341715,11.92378
Cavriglia,051013,43.521874,11.488972
Chitignano,051014,43.662352,11.881338
Chiusi della Verna,051015,43.695024,11.938632
Civitella in Val di Chiana,051016,43.402527,11.735586
Cortona,051017,43.275298,11.985062
Foiano della Chiana,051018,43.252454,11.81876
Loro Ciuffenna,051020,43.592286,11.633007
Lucignano,051021,43.274463,11.746
Marciano della Chiana,051022,43.305227,11.786366
Montemignaio,051023,43.739895,11.620012
Monterchi,051024,43.485631,12.111681
Monte San Savino,051025,43.331423,11.725351
Montevarchi,051026,43.5235,11.567591
Ortignano Raggiolo,051027,43.672777,11.715607
Pieve Santo Stefano,051030,43.669357,12.041589
Poppi,051031,43.72276,11.76607
San Giovanni Valdarno,051033,43.56493,11.530595
Sansepolcro,051034,43.570078,12.140377
Sestino,051035,43.70835,12.296534
Subbiano,051037,43.574848,11.870369
Talla,051038,43.601541,11.78802
Terranuova Bracciolini,051039,43.551208,11.585827
Castelfranco Piandiscò,051040,43.639512,11.564623
Pratovecchio Stia,051041,43.822039,11.699291
Laterina Pergine Valdarno,051042,43.492534,11.68808
Abbadia San Salvatore,052001,42.880972,11.67242
Asciano,052002,43.234857,11.55946
Buonconvento,052003,43.137583,11.48132
Casole d'Elsa,052004,43.341697,11.042949
Castellina in Chianti,052005,43.469179,11.287286
Castelnuovo Berardenga,052006,43.346341,11.503334
Castiglione d'Orcia,052007,43.007117,11.615541
Cetona,052008,42.964739,11.900411
Chianciano Terme,052009,43.058255,11.828429
Chiusdino,052010,43.154634,11.084228
Chiusi,052011,43.016047,11.947524
Colle di Val d'Elsa,052012,43.422646,11.126394
Gaiole in Chianti,052013,43.468295,11.4342
Montepulciano,052015,43.092723,11.780972
Monteriggioni,052016,43.390059,11.223389
Monteroni d'Arbia,052017,43.229334,11.420933
Monticiano,052018,43.13967,11.180126
Murlo,052019,43.160765,11.387924
Piancastagnaio,052020,42.848967,11.692881
Pienza,052021,43.076546,11.678908
Poggibonsi,052022,43.465028,11.148337
Radda in Chianti,052023,43.487052,11.3747
Radicofani,052024,42.896507,11.769706
Radicondoli,052025,43.26125,11.042082
Rapolano Terme,052026,43.287251,11.602927
San Casciano dei Bagni,052027,42.871756,11.874953
San Gimignano,052028,43.467799,11.043212
San Quirico d'Orcia,052030,43.059335,11.604409
Sarteano,052031,42.989911,11.868732
Siena,052032,43.167225,11.467181
Sinalunga,052033,43.212124,11.736483
Sovicille,052034,43.280602,11.228176
Torrita di Siena,052035,43.16676,11.771647
Trequanda,052036,43.188939,11.667385
Montalcino,052037,43.0583,11.490066
Arcidosso,053001,42.871631,11.538343
Campagnatico,053002,42.883729,11.273537
Capalbio,053003,42.454879,11.419515
Castel del Piano,053004,42.893235,11.53838
Castell'Azzara,053005,42.77163,11.699248
Castiglione della Pescaia,053006,42.76393,10.879092
Cinigiano,053007,42.890407,11.392892
Civitella Paganico,053008,43.024126,11.28931
Follonica,053009,42.926326,10.761625
Gavorrano,053010,42.925374,10.905803
Grosseto,053011,42.77511,11.287804
Isola del Giglio,053012,42.353169,10.896463
Magliano in Toscana,053013,42.599442,11.291739
Manciano,053014,42.587336,11.515988
Massa Marittima,053015,43.050103,10.888059
Monte Argentario,053016,42.407352,11.150384
Montieri,053017,43.130677,11.016279
Orbetello,053018,42.438094,11.210743
Pitigliano,053019,42.634827,11.673549
Roccalbegna,053020,42.785975,11.507682
Roccastrada,053021,43.009931,11.166532
Santa Fiora,053022,42.831581,11.585866
Scansano,053023,42.688369,11.335453
Scarlino,053024,42.907402,10.851975
Seggiano,053025,42.928832,11.558242
Sorano,053026,42.681466,11.713572
Monterotondo Marittimo,053027,43.145553,10.855834
Semproniano,053028,42.730658,11.540346
Cantagallo,100001,44.022193,11.079774
Carmignano,100002,43.814065,11.01903
Montemurlo,100003,43.926966,11.03744
Poggio a Caiano,100004,43.816089,11.05465
Prato,100005,43.935718,11.094147
Vaiano,100006,43.969012,11.124072
Vernio,100007,44.044051,11.14988
Assisi,054001,43.071195,12.614667
Bastia Umbra,054002,43.067755,12.549582
Bettona,054003,43.013614,12.484756
Bevagna,054004,42.934075,12.609121
Campello sul Clitunno,054005,42.822868,12.776263
Cannara,054006,42.994742,12.579363
Cascia,054007,42.717008,13.013502
Castel Ritaldi,054008,42.82326,12.672287
Castiglione del Lago,054009,43.127141,12.04525
Cerreto di Spoleto,054010,42.821042,12.917629
Citerna,054011,43.498407,12.115516
Città della Pieve,054012,42.952734,12.004326
Città di Castello,054013,43.457421,12.240312
Collazzone,054014,42.900468,12.435186
Corciano,054015,43.129027,12.287718
Costacciaro,054016,43.360409,12.712378
Deruta,054017,42.98229,12.419588
Foligno,054018,42.956183,12.703334
Fossato di Vico,054019,43.297628,12.75988
Fratta Todina,054020,42.857978,12.364672
Giano dell'Umbria,054021,42.833467,12.577711
Gualdo Cattaneo,054022,42.909409,12.555816
Gualdo Tadino,054023,43.231652,12.780962
Gubbio,054024,43.351788,12.577267
Lisciano Niccone,054025,43.246844,12.14305
Magione,054026,43.142737,12.203496
Marsciano,054027,42.910028,12.337042
Massa Martana,054028,42.773137,12.524966
Monte Castello di Vibio,054029,42.840694,12.352286
Montefalco,054030,42.891874,12.650067
Monteleone di Spoleto,054031,42.651006,12.95156
Monte Santa Maria Tiberina,054032,43.437781,12.162544
Montone,054033,43.362337,12.326328
Nocera Umbra,054034,43.113619,12.788608
Norcia,054035,42.792412,13.092928
Paciano,054036,43.022434,12.070523
Panicale,054037,43.029059,12.098364
Passignano sul Trasimeno,054038,43.184742,12.136838
Perugia,054039,43.107032,12.402996
Piegaro,054040,42.969772,12.086347
Pietralunga,054041,43.442205,12.437194
Poggiodomo,054042,42.711239,12.933876
Preci,054043,42.878489,13.039082
San Giustino,054044,43.54898,12.17583
Sant'Anatolia di Narco,054045,42.733758,12.835586
Scheggia e Pascelupo,054046,43.418266,12.712678
Scheggino,054047,42.712556,12.831366
Sellano,054048,42.888409,12.926329
Sigillo,054049,43.33135,12.742284
Spello,054050,42.990945,12.671775
Spoleto,054051,42.735512,12.736336
Todi,054052,42.782443,12.406255
Torgiano,054053,43.028542,12.44136
Trevi,054054,42.877497,12.747455
Tuoro sul Trasimeno,054055,43.206848,12.074615
Umbertide,054056,43.305636,12.336622
Valfabbrica,054057,43.158897,12.600896
Vallo di Nera,054058,42.754621,12.86376
Valtopina,054059,43.058283,12.754656
Acquasparta,055001,42.691172,12.546451
Allerona,055002,42.812033,11.973053
Alviano,055003,42.588208,12.295936
Amelia,055004,42.553528,12.416776
Arrone,055005,42.583433,12.769865
Attigliano,055006,42.514334,12.292508
Baschi,055007,42.670284,12.216135
Calvi dell'Umbria,055008,42.403124,12.567432
Castel Giorgio,055009,42.707894,11.979391
Castel Viscardo,055010,42.754674,12.001303
Fabro,055011,42.86348,12.012882
Ferentillo,055012,42.620768,12.788726
Ficulle,055013,42.836274,12.065609
Giove,055014,43.081478,12.775591
Guardea,055015,42.623382,12.297664
Lugnano in Teverina,055016,42.574226,12.330785
Montecastrilli,055017,42.652434,12.488567
Montecchio,055018,42.663533,12.286862
Montefranco,055019,42.597735,12.76526
Montegabbione,055020,42.921006,12.092364
Monteleone d'Orvieto,055021,42.918494,12.051145
Narni,055022,42.519589,12.515226
Orvieto,055023,42.718615,12.108791
Otricoli,055024,42.423023,12.477686
Parrano,055025,42.863933,12.106128
Penna in Teverina,055026,42.492952,12.355648
Polino,055027,42.584824,12.842802
Porano,055028,42.68171,12.102062
San Gemini,055029,42.612701,12.546505
San Venanzo,055030,42.869337,12.269859
Stroncone,055031,42.502332,12.659973
Terni,055032,42.653752,12.439812
Avigliano Umbro,055033,42.654834,12.426165
Acqualagna,041001,43.625884,12.675974
Apecchio,041002,43.558554,12.420951
Belforte all'Isauro,041005,43.716553,12.376048
Borgo Pace,041006,43.657084,12.293588
Cagli,041007,43.545737,12.651788
Cantiano,041008,43.474309,12.628815
Carpegna,041009,43.781434,12.336446
Cartoceto,041010,43.765663,12.883458
Fano,041013,43.842417,13.014663
Fermignano,041014,43.676758,12.645373
Fossombrone,041015,43.690797,12.812612
Fratte Rosa,041016,43.631954,12.901843
Frontino,041017,43.764558,12.376747
Frontone,041018,43.513723,12.734482
Gabicce Mare,041019,43.966874,12.75631
Gradara,041020,43.938866,12.771253
Isola del Piano,041021,43.737761,12.784057
Lunano,041022,43.730475,12.441417
Macerata Feltria,041023,43.803364,12.443415
Mercatello sul Metauro,041025,43.647355,12.336648
Mercatino Conca,041026,43.870162,12.491148
Mombaroccio,041027,43.795063,12.854757
Mondavio,041028,43.674205,12.968771
Mondolfo,041029,43.750769,13.096891
Montecalvo in Foglia,041030,43.811562,12.631052
Monte Cerignone,041031,43.84046,12.414747
Montecopiolo,041033,43.841314,12.370434
Montefelcino,041034,43.734761,12.833958
Monte Grimano Terme,041035,43.867661,12.471247
Montelabbate,041036,43.848864,12.787955
Monte Porzio,041038,43.689697,13.04569
Peglio,041041,43.696458,12.497851
Pergola,041043,43.56321,12.836317
Pesaro,041044,43.909811,12.913123
Petriano,041045,43.779162,12.733355
Piandimeleto,041047,43.724158,12.411048
Pietrarubbia,041048,43.797747,12.382665
Piobbico,041049,43.589272,12.50943
San Costanzo,041051,43.766164,13.072763
San Lorenzo in Campo,041054,43.604117,12.945724
Sant'Angelo in Vado,041057,43.663161,12.405361
Sant'Ippolito,041058,43.685715,12.871689
Sassofeltrio,041060,43.891962,12.510183
Serra Sant'Abbondio,041061,43.491387,12.772197
Tavoleto,041064,43.84385,12.593924
Tavullia,041065,43.897756,12.75479
Urbania,041066,43.668257,12.524113
Urbino,041067,43.726261,12.636314
Vallefoglia,041068,43.828405,12.7247
Colli al Metauro,041069,43.742315,12.908919
Terre Roveresche,041070,43.700587,12.957708
Sassocorvaro Auditore,041071,43.810262,12.540175
Agugliano,042001,43.543375,13.386587
Ancona,042002,43.48012,13.218791
Arcevia,042003,43.49945,12.940096
Barbara,042004,43.581154,13.026481
Belvedere Ostrense,042005,43.580495,13.166127
Camerano,042006,43.531268,13.551574
Camerata Picena,042007,43.578135,13.352735
Castelbellino,042008,43.486758,13.144668
Castelfidardo,042010,43.464574,13.5467
Castelleone di Suasa,042011,43.607765,12.976126
Castelplanio,042012,43.493058,13.081867
Cerreto d'Esi,042013,43.316789,12.987124
Chiaravalle,042014,43.602662,13.324571
Corinaldo,042015,43.648816,13.047659
Cupramontana,042016,43.445554,13.1156
Fabriano,042017,43.335841,12.904619
Falconara Marittima,042018,43.629397,13.396676
Filottrano,042019,43.436659,13.354474
Genga,042020,43.429655,12.934965
Jesi,042021,43.52198,13.244376
Loreto,042022,43.439498,13.607021
Maiolati Spontini,042023,43.477658,13.121768
Mergo,042024,43.472357,13.036766
Monsano,042025,43.562561,13.25007
Montecarotto,042026,43.526311,13.06301
Montemarciano,042027,43.638863,13.30747
Monte Roberto,042029,43.48135,13.138378
Monte San Vito,042030,43.600562,13.26817
Morro d'Alba,042031,43.601097,13.213846
Numana,042032,43.510344,13.622637
Offagna,042033,43.527682,13.441472
Osimo,042034,43.486136,13.482407
Ostra,042035,43.612527,13.158061
Ostra Vetere,042036,43.603749,13.058186
Poggio San Marcello,042037,43.511158,13.073667
Polverigi,042038,43.525561,13.392073
Rosora,042040,43.483258,13.068867
San Marcello,042041,43.576061,13.206068
San Paolo di Jesi,042042,43.454558,13.17277
Santa Maria Nuova,042043,43.49406,13.311672
Sassoferrato,042044,43.432655,12.857263
Senigallia,042045,43.714906,13.217742
Serra de' Conti,042046,43.54331,13.037191
Serra San Quirico,042047,43.447683,13.01386
Sirolo,042048,43.524689,13.617846
Staffolo,042049,43.433074,13.1862
Trecastelli,042050,43.686813,13.109822
Apiro,043002,43.392256,13.131157
Appignano,043003,43.363732,13.346596
Belforte del Chienti,043004,43.162552,13.245376
Bolognola,043005,42.994056,13.227769
Caldarola,043006,43.138534,13.224835
Camerino,043007,43.135764,13.068309
Camporotondo di Fiastrone,043008,43.132451,13.265977
Castelraimondo,043009,43.208151,13.053671
Castelsantangelo sul Nera,043010,42.894492,13.15393
Cessapalombo,043011,43.108789,13.258026
Cingoli,043012,43.373841,13.216313
Civitanova Marche,043013,43.305523,13.72293
Colmurano,043014,43.16385,13.356982
Corridonia,043015,43.248458,13.509212
Esanatoglia,043016,43.252208,12.947827
Fiastra,043017,43.036141,13.155455
Fiuminata,043019,43.18745,12.932168
Gagliole,043020,43.238301,13.067304
Gualdo,043021,43.066828,13.341016
Loro Piceno,043022,43.16612,13.416403
Macerata,043023,43.152978,13.150882
Matelica,043024,43.25656,13.010514
Mogliano,043025,43.186461,13.48097
Montecassiano,043026,43.363832,13.435709
Monte Cavallo,043027,42.955117,12.973869
Montecosaro,043028,43.317009,13.635306
Montefano,043029,43.411159,13.438376
Montelupone,043030,43.34419,13.567594
Monte San Giusto,043031,43.236431,13.595124
Monte San Martino,043032,43.03195,13.438682
Morrovalle,043033,43.314553,13.579508
Muccia,043034,43.081701,13.042968
Penna San Giovanni,043035,43.056915,13.425452
Petriolo,043036,43.221693,13.465335
Pieve Torina,043038,43.043287,13.048911
Pioraco,043039,43.17905,12.98567
Poggio San Vicino,043040,43.375155,13.079069
Pollenza,043041,43.267775,13.347792
Porto Recanati,043042,43.435082,13.663008
Potenza Picena,043043,43.366409,13.620695
Recanati,043044,43.403508,13.548602
Ripe San Ginesio,043045,43.142983,13.367329
San Ginesio,043046,43.53009,12.961252
San Severino Marche,043047,43.229021,13.177966
Sant'Angelo in Pontano,043048,43.098644,13.396756
Sarnano,043049,43.03538,13.29831
Sefro,043050,43.147246,12.94863
Serrapetrona,043051,43.17743,13.189752
Serravalle di Chienti,043052,43.071675,12.952386
Tolentino,043053,43.208755,13.28441
Treia,043054,43.310556,13.311475
Urbisaglia,043055,43.196608,13.376571
Ussita,043056,42.94376,13.137908
Visso,043057,42.931232,13.087449
Valfornace,043058,43.066925,13.114974
Acquasanta Terme,044001,42.769944,13.410185
Acquaviva Picena,044002,42.944936,13.815114
Appignano del Tronto,044005,42.89867,13.666387
Arquata del Tronto,044006,42.772361,13.296583
Ascoli Piceno,044007,42.88342,13.539593
Carassai,044010,43.032052,13.684987
Castel di Lama,044011,42.869382,13.713294
Castignano,044012,42.93935,13.623987
Castorano,044013,42.898087,13.728042
Colli del Tronto,044014,42.876974,13.748355
Comunanza,044015,42.956852,13.412872
Cossignano,044016,42.984251,13.689988
Cupra Marittima,044017,43.025023,13.858764
Folignano,044020,42.820247,13.634289
Force,044021,42.963257,13.490948
Grottammare,044023,42.990497,13.86876
Maltignano,044027,42.832248,13.68799
Massignano,044029,43.05065,13.797209
Monsampolo del Tronto,044031,42.89695,13.793892
Montalto delle Marche,044032,42.989851,13.609186
Montedinove,044034,42.970733,13.587305
Montefiore dell'Aso,044036,43.051895,13.75279
Montegallo,044038,42.847389,13.343496
Montemonaco,044044,42.899155,13.326859
Monteprandone,044045,42.919939,13.834816
Offida,044054,42.934821,13.691044
Palmiano,044056,42.899338,13.458377
Ripatransone,044063,42.996178,13.761796
Roccafluvione,044064,42.859947,13.476785
Rotella,044065,42.954173,13.559359
San Benedetto del Tronto,044066,42.952533,13.880714
Spinetoli,044071,42.889126,13.772983
Venarotta,044073,42.882947,13.492285
Altidona,109001,43.109225,13.799878
Amandola,109002,42.979965,13.356085
Belmonte Piceno,109003,43.091441,13.539652
Campofilone,109004,43.079469,13.814786
Falerone,109005,43.107052,13.471682
Fermo,109006,43.092249,13.638768
Francavilla d'Ete,109007,43.187355,13.540682
Grottazzolina,109008,43.111711,13.602981
Lapedona,109009,43.109981,13.772857
Magliano di Tenna,109010,43.137954,13.587184
Massa Fermana,109011,43.149772,13.475407
Monsampietro Morico,109012,43.067752,13.555684
Montappone,109013,43.136453,13.468481
Montefalcone Appennino,109014,42.990049,13.456883
Montefortino,109015,42.943095,13.344831
Monte Giberto,109016,43.091253,13.630685
Montegiorgio,109017,43.132253,13.536383
Montegranaro,109018,43.232523,13.63158
Monteleone di Fermo,109019,43.047904,13.528534
Montelparo,109020,43.017838,13.537432
Monte Rinaldo,109021,43.02826,13.580155
Monterubbiano,109022,43.084754,13.719887
Monte San Pietrangeli,109023,43.189355,13.575383
Monte Urano,109024,43.202656,13.672885
Monte Vidon Combatte,109025,43.050066,13.631002
Monte Vidon Corrado,109026,43.120653,13.487582
Montottone,109027,43.062052,13.590085
Moresco,109028,43.085554,13.730988
Ortezzano,109029,43.030052,13.605986
Pedaso,109030,43.099164,13.840777
Petritoli,109031,43.067741,13.659214
Ponzano di Fermo,109032,43.101077,13.656781
Porto San Giorgio,109033,43.182656,13.793386
Porto Sant'Elpidio,109034,43.258962,13.756983
Rapagnano,109035,43.161253,13.592905
Santa Vittoria in Matenano,109036,43.019379,13.496035
Sant'Elpidio a Mare,109037,43.23474,13.687852
Servigliano,109038,43.081621,13.493764
Smerillo,109039,43.00515,13.444982
Torre San Patrizio,109040,43.182855,13.612784
Acquapendente,056001,42.743996,11.864988
Arlena di Castro,056002,42.462824,11.820655
Bagnoregio,056003,42.62698,12.090872
Barbarano Romano,056004,42.249834,12.067374
Bassano Romano,056005,42.218392,12.193006
Bassano in Teverina,056006,42.466074,12.313034
Blera,056007,42.272522,12.031662
Bolsena,056008,42.644107,11.984955
Bomarzo,056009,42.481928,12.248764
Calcata,056010,42.219726,12.425942
Canepina,056011,42.380961,12.233652
Canino,056012,42.463963,11.749509
Capodimonte,056013,42.546527,11.904755
Capranica,056014,42.256492,12.177611
Caprarola,056015,42.326625,12.235766
Carbognano,056016,42.331625,12.264366
Castel Sant'Elia,056017,42.251776,12.371796
Castiglione in Teverina,056018,42.644972,12.203898
Celleno,056019,42.559768,12.125758
Cellere,056020,42.510425,11.771653
Civita Castellana,056021,42.295226,12.40917
Civitella d'Agliano,056022,42.605362,12.187658
Corchiano,056023,42.344926,12.355668
Fabrica di Roma,056024,42.335126,12.299767
Faleria,056025,42.226179,12.443181
Farnese,056026,42.549426,11.725652
Gallese,056027,42.373287,12.402804
Gradoli,056028,42.643692,11.854888
Graffignano,056029,42.574812,12.204398
Grotte di Castro,056030,42.674529,11.872253
Ischia di Castro,056031,42.544655,11.754014
Latera,056032,42.629028,11.827453
Lubriano,056033,42.636231,12.108759
Marta,056034,42.533911,11.924912
Montalto di Castro,056035,42.35346,11.606312
Montefiascone,056036,42.537925,12.030997
Monte Romano,056037,42.266521,11.893759
Monterosi,056038,42.195823,12.308469
Nepi,056039,42.242824,12.34557
Onano,056040,42.692856,11.8164
Oriolo Romano,056041,42.159303,12.138349
Orte,056042,42.460598,12.385606
Piansano,056043,42.517932,11.828273
Proceno,056044,42.75716,11.830261
Ronciglione,056045,42.290242,12.213806
Villa San Giovanni in Tuscia,056046,42.282669,12.052525
San Lorenzo Nuovo,056047,42.68673,11.906653
Soriano nel Cimino,056048,42.418761,12.234308
Sutri,056049,42.247023,12.215067
Tarquinia,056050,42.253239,11.759175
Tessennano,056051,42.478206,11.790486
Tuscania,056052,42.420214,11.870261
Valentano,056053,42.569098,11.81833
Vallerano,056054,42.38397,12.26279
Vasanello,056055,42.413728,12.346567
Vejano,056056,42.216757,12.095202
Vetralla,056057,42.320534,12.0575
Vignanello,056058,42.383826,12.276766
Viterbo,056059,42.493689,11.945068
Vitorchiano,056060,42.465427,12.172462
Accumoli,057001,42.694141,13.247683
Amatrice,057002,42.629237,13.289176
Antrodoco,057003,42.416134,13.078683
Ascrea,057004,42.196228,12.996584
Belmonte in Sabina,057005,42.317654,12.892779
Borbona,057006,42.512536,13.135983
Borgorose,057007,42.193354,13.233818
Borgo Velino,057008,42.406033,13.059283
Cantalice,057009,42.467388,12.903792
Cantalupo in Sabina,057010,42.304732,12.650053
Casaprota,057011,42.251028,12.804279
Casperia,057012,42.339729,12.670775
Castel di Tora,057013,42.215328,12.964183
Castelnuovo di Farfa,057014,42.231524,12.742999
Castel Sant'Angelo,057015,42.393869,13.023455
Cittaducale,057016,42.386834,12.948341
Cittareale,057017,42.618254,13.159684
Collalto Sabino,057018,42.135952,13.04798
Colle di Tora,057019,42.211628,12.947983
Collegiove,057020,42.175528,13.038986
Collevecchio,057021,42.334977,12.552953
Colli sul Velino,057022,42.498223,12.778689
Concerviano,057023,42.322961,12.98551
Configni,057024,42.42353,12.642173
Contigliano,057025,42.409359,12.766539
Cottanello,057026,42.405966,12.685971
Fara in Sabina,057027,42.209558,12.72937
Fiamignano,057028,42.265033,13.126363
Forano,057029,42.296584,12.595375
Frasso Sabino,057030,42.229827,12.80558
Greccio,057031,42.444796,12.751808
Labro,057032,42.526012,12.800053
Leonessa,057033,42.56315,12.96385
Longone Sabino,057034,42.27313,12.967383
Magliano Sabina,057035,42.361357,12.48117
Marcetelli,057036,42.226602,13.046944
Micigliano,057037,42.451339,13.054728
Mompeo,057038,42.24831,12.752236
Montasola,057039,42.38643,12.681875
Montebuono,057040,42.366655,12.597059
Monteleone Sabino,057041,42.234336,12.856155
Montenero Sabino,057042,42.281229,12.813579
Monte San Giovanni in Sabina,057043,42.328516,12.777371
Montopoli di Sabina,057044,42.245927,12.692077
Morro Reatino,057045,42.526651,12.832321
Nespolo,057046,42.156158,13.070082
Orvinio,057047,42.132126,12.939684
Paganico Sabino,057048,42.189628,12.996885
Pescorocchiano,057049,42.208895,13.181641
Petrella Salto,057050,42.295431,13.068285
Poggio Bustone,057051,42.501834,12.888178
Poggio Catino,057052,42.294999,12.691922
Poggio Mirteto,057053,42.264368,12.684788
Poggio Moiano,057054,42.202627,12.879382
Poggio Nativo,057055,42.215427,12.79658
Poggio San Lorenzo,057056,42.252428,12.84418
Posta,057057,42.523551,13.096014
Pozzaglia Sabina,057058,42.158771,12.964833
Rieti,057059,42.414736,12.885888
Rivodutri,057060,42.516434,12.854977
Roccantica,057061,42.320728,12.693976
Rocca Sinibalda,057062,42.274429,12.925582
Salisano,057063,42.257251,12.745518
Scandriglia,057064,42.165533,12.841925
Selci,057065,42.320677,12.621188
Stimigliano,057066,42.29933,12.565727
Tarano,057067,42.355928,12.594973
Toffia,057068,42.212404,12.751474
Torricella in Sabina,057069,42.263329,12.870081
Torri in Sabina,057070,42.353029,12.638574
Turania,057071,42.138027,13.009286
Vacone,057072,42.384836,12.644458
Varco Sabino,057073,42.239829,13.019884
Affile,058001,41.884122,13.095391
Agosta,058002,41.981624,13.032688
Albano Laziale,058003,41.728889,12.658269
Allumiere,058004,42.156218,11.903832
Anguillara Sabazia,058005,42.083709,12.282982
Anticoli Corrado,058006,42.009524,12.989087
Anzio,058007,41.447101,12.628562
Arcinazzo Romano,058008,41.879722,13.114392
Ariccia,058009,41.720709,12.671348
Arsoli,058010,42.040525,13.018387
Artena,058011,41.741915,12.912174
Bellegra,058012,41.883422,13.02679
Bracciano,058013,42.101095,12.173857
Camerata Nuova,058014,42.019071,13.107942
Campagnano di Roma,058015,42.141078,12.383669
Canale Monterano,058016,42.136043,12.103066
Canterano,058017,41.942076,13.037315
Capena,058018,42.14015,12.540201
Capranica Prenestina,058019,41.862997,12.951802
Carpineto Romano,058020,41.604413,13.084796
