pro_com_t,cf
064086,80012630648
064087,81001090646
064088,02400780645
064089,82000590644
064090,81000550640
064091,00231130642
064092,01608070643
064093,80008730642
064095,80010190645
064096,81000430645
064097,81001630649
064098,00203910641
064099,00118430644
064100,80004370641
064101,00091910646
064102,80002050641
064103,80005690641
064104,81000170647
064105,00247210644
064106,80006470647
064107,81000670646
064108,82004170641
064109,00241950641
064110,80005270642
064111,80007110648
064112,81001230648
064113,00227100641
064114,81000190645
064115,81001610641
064116,80005130648
064117,82001050648
064118,81001550649
064119,00143390649
064120,81002030641
064121,02790550640
065001,00552610651
065002,00252900659
065003,82002390654
065004,84001650658
065005,00510570658
065006,00472320654
065007,00555190651
065008,82001370657
065009,84000730659
065010,83002560650
065011,00463010652
065012,00557630654
065013,80032710651
065014,82001330651
065015,82002250650
065016,00543740658
065017,82003670658
065018,83002300651
065019,00510420656
065020,00596080655
065021,84001750656
065022,82001170651
065023,84000970651
065024,84000090658
065025,81001170653
065026,00536140650
065027,84001470651
065028,84001610652
065029,84001190655
065030,00497810655
065031,81000690651
065032,84001270655
065033,82003550652
065034,80021560653
065035,00785180654
065036,80018790651
065037,80000350654
065038,84001600653
065039,84001790652
065040,84000250658
065041,00575760657
065042,81000790659
065043,00600830657
065044,00542710652
065045,82002430658
065046,82001930658
065047,00335600656
065048,00497770651
065049,84000190656
065050,00318580651
065051,82002890653
065052,00267790657
065053,00542760657
065054,84000410658
065055,00478640659
065056,00620980656
065057,84000570659
065058,00608510657
065059,84001590656
065060,00530050657
065061,84000510655
065062,84001510654
065063,00540190659
065064,00540330651
065065,84000590657
065066,00269990651
065067,80020380657
065068,80008970651
065069,84000330658
065070,84000670657
065071,81000590653
065072,00555180652
065073,00554740654
065074,84000750657
065075,83002030654
065076,83002290654
065077,84001730658
065078,00221880651
065079,00231450651
065080,84001350655
065081,81000650655
065082,00554730655
065083,00578180655
065084,03515940652
065085,84000910657
065086,00547700658
065087,00532480654
065088,80020730653
065089,82002370656
065090,80020870657
065091,81000490656
065092,84000990659
065093,83002370654
065094,00500140652
065095,84001070659
065096,84001150659
065097,83002060651
065098,84001230659
065099,00223940651
065100,80025630650
065101,82002410650
065102,00607910650
065103,81000550657
065104,00472790658
065105,82003970652
065106,82001710654
065107,84001770654
065108,00281590653
065109,00534600655
065110,82002010658
065111,82002290656
065112,00547910653
065113,84001390651
065114,00502010655
065115,84000050652
065116,80000330656
065117,83002740658
065118,00463030650
065119,84001430655
065120,82001770658
065121,80018830655
065122,80022740650
065123,81001210657
065124,84001670656
065125,00533680658
065126,83002540652
065127,84000950653
065128,00553600651
065129,83002210652
065130,00191250653
065131,82001530656
065132,00577010655
065133,83002260657
065134,84000130652
065135,80020270650
065136,83002010656
065137,00625680657
065138,80021540655
065139,81001090653
065140,82001850658
065141,81000470658
065142,80021230653
065143,00566190658
065144,84001710650
065145,84000530653
065146,83000070652
065147,00547920652
065148,84001450653
065149,84000170658
065150,84001490659
065151,80023040654
065152,81001730654
065153,84000940654
065154,84000010656
065155,82004670657
065156,84002580656
065157,00427770656
065158,02615970650
066001,83003750664
066002,00098910664
066003,82000570661
066004,00161690664
066005,82000450666
066006,81002910669
066007,00211900667
066008,00148360662
066009,00195850664
066010,82000470664
066011,00213000664
066012,00190300665
066013,80003670660
066014,80007890660
066015,92018580669
066016,00085160661
066017,00204900666
066018,00180400665
066019,00199980665
066020,00181790668
066021,00164280661
066022,00187590666
066023,00193110665
066024,00197710668
066025,00217280668
066026,80002030668
066027,00235390663
066028,82000330660
066029,00201380664
066030,00197730666
066031,00208410662
066032,00094090669
066033,00185810660
066034,00216390666
066035,82000510667
066036,00216210666
066037,00218020667
066038,00212670665
066039,00190850669
066040,00093010668
066041,83000590667
066042,00193030665
066043,00189210669
066044,80001770660
066045,00212360663
066046,81004440665
066047,00218000669
066048,00197560667
066049,80002270660
066050,81004960662
066051,00189780661
066052,00094420668
066053,00182090662
066054,00187170667
066055,00216470666
066056,00096510664
066057,00185610664
066058,00188910665
066059,80002850669
066060,80004410660
066061,00181620667
066062,00181950668
066063,00224020669
066064,00212110662
066065,00097320667
066066,83000650669
066067,00181810664
066068,00142680669
066069,00215570664
066070,82000530665
066071,83002390660
066072,80007080668
066073,00210400669
066074,00195150669
066075,00173390667
066076,00189230667
066077,00219510666
066078,82000050664
066079,83000550661
066080,00181800665
066081,00213130669
066082,80005730660
066083,00144520665
066084,82000150662
066085,81002890663
066086,00219500667
066087,80002710665
066088,00197690662
066089,00191110667
066090,80002610667
066091,00173470667
066092,00217860667
066093,00086720661
066094,82000350668
066095,00183860667
066096,00181730664
066097,00216460667
066098,00181820663
066099,00189250665
066100,00189270663
066101,00190240663
066102,00167260660
066103,00215010661
066104,00193560661
066105,80002590661
066106,00207820663
066107,82000370666
066108,83000790663
067001,00285510673
067002,82003500673
067003,00139560676
067004,00076610674
067005,80002910679
067006,00212050678
067007,00195310677
067008,80005970670
067009,80004810679
067010,80006810677
067011,80004770675
067012,00179510672
067013,00195720677
067014,81000270678
067015,81000350678
067016,80003870674
067017,00467160677
067018,80004630671
067019,82001560679
067020,82001760675
067021,82002820676
067022,80004350676
067023,80004590677
067024,92001400677
067025,00114930670
067026,80003790674
067027,81000330670
067028,80002070672
067029,81000370676
067030,82000070670
067031,00422080671
067032,81000390674
067033,80005210671
067034,80005250677
067035,00159200674
067036,80005510674
067037,00176150670
067038,00196900674
067039,82002660676
067040,81000550673
067041,00174750679
067042,00413580671
067043,80003050673
067044,00173630674
067045,80000370678
067046,80006060679
067047,82001180676
068001,00172780686
068002,80013770682
068003,00170370688
068004,80001450685
068005,00231710682
068006,00192710689
068007,00228670683
068008,80001250689
068009,81000190686
068010,80001570680
068011,00221110687
068012,00063640684
068013,80001190687
068014,00228640686
068015,00137880688
068016,81001310689
068017,80003250687
068018,00221990682
068019,00231350687
068020,00254240682
068021,00127900686
068022,81000530683
068023,80001270687
068024,91071530686
068025,80014150686
068026,00221360688
068027,00224710681
068028,00124600685
068029,81002350684
068030,00225910686
068031,00230400681
068032,00221280688
068033,00123600686
068034,81000090688
068035,00223210683
068036,81000510685
068037,81000470682
068038,81000410688
068039,81000070680
068040,00219620689
068041,00128340684
068042,00231830688
068043,00192970689
068044,00224700682
068045,00229630686
068046,00230080681
069001,81001430693
069002,81002460699
069003,00252780697
069004,00199350695
069005,81000470690
069006,00259570695
069007,81002230696
069008,00251860698
069009,81001740695
069010,00240710699
069011,00254060692
069012,83000010690
069013,00260490693
069014,81000750695
069015,00234500692
069016,00273020693
069017,81000890699
069018,00253170690
069019,83000130696
069020,83000170692
069021,83000210696
069022,00098000698
069023,81002250694
069024,81001410695
069025,00268080694
069026,00251050696
069027,82001730694
069028,83000250692
069029,00196380695
069030,00214310690
069031,00228320693
069032,80000470692
069033,00182910695
069034,00260810692
069035,00110400694
069036,00264420696
069037,00249480690
069038,81000970699
069039,81001770692
069040,81002030690
069041,81002540698
069042,00239020696
069043,00239980691
069044,00254250699
069045,00124520693
069046,00091240697
069047,83000350690
069048,00230170698
069049,00264620691
069050,00121000699
069051,00254260698
069052,81001690692
069053,81002650695
069054,00253540694
069055,83002050694
069056,00251720694
069057,81001270693
069058,00149620692
069059,81002240695
069060,00248560690
069061,00253650691
069062,00252920699
069063,00248530693
069064,00235550696
069065,81002440691
069066,81001510692
069067,00178630695
069068,00233510692
069069,80003870690
069070,81002560696
069071,00154240691
069072,00179840699
069073,80001830696
069074,00216740696
069075,81001800697
069076,83000390696
069077,81003010691
069078,81002970697
069079,81001170695
069080,00249220690
069081,80001770694
069082,00261340699
069083,00247720691
069084,00210400693
069085,00256160698
069086,00094240694
069087,00236730693
069088,83000490694
069089,00153460696
069090,00145440699
069091,00243570694
069092,81001210699
069093,83000550695
069094,00274440692
069095,00219260692
069096,81002800696
069097,83000570693
069098,00252790696
069099,83000690699
069100,00240830695
069101,00180880692
069102,81002080695
069103,81001680693
069104,81001730696
070001,82000270700
070002,00172460701
070003,80002190702
070004,00060670700
070005,00172190704
070006,00071560700
070007,80004310704
070008,80000870701
070009,80001010703
070010,82004690705
070011,00065080707
070012,80000900706
070013,81001310705
070014,00122590706
070015,00198130700
070016,00171670706
070017,80003190701
070018,80003110709
070019,00067590703
070020,80007650700
070021,81000710707
070022,00168960706
070023,00170690705
070024,00069690709
070025,80002130708
070026,80003570704
070027,81000770701
070028,00194160701
070029,91001920700
070030,00172780702
070031,81001110709
070032,00054500707
070033,81000950709
070034,00196700702
070035,00176790707
070036,82004410708
070037,00166140707
070038,00139710701
070039,80008490700
070040,80005850708
070041,00120060702
070042,82004010706
070043,00170280705
070044,00070360706
070045,00192880706
070046,82004330708
070047,00070150701
070048,81000790709
070049,80008550701
070050,82004020705
070051,82000290708
070052,80003070705
070053,00195810700
070054,00065400707
070055,82004480701
070056,81000850701
070057,00075910703
070058,00054410709
070059,80002910703
070060,80005880705
070061,81000250704
070062,00069960706
070063,00202560702
070064,00169140704
070065,82004420707
070066,80003030709
070067,80001610700
070068,00070680707
070069,00067510701
070070,00066290701
070071,80003330703
070072,00077420701
070073,00173110701
070074,00070460704
070075,80002330704
070076,00197250707
070077,00225310705
070078,00067530709
070079,80000130700
070080,80007030705
070081,00064560709
070082,80004350700
070083,81001360700
070084,80002350702
071001,80002990713
071002,82000870715
071003,80004840718
071004,84000350714
071005,80003010719
071006,82000390714
071007,00139430714
071008,84000390710
071009,80035910712
071010,81000730713
071011,82000860716
071012,84001810716
071013,80003230713
071014,80002620716
071015,80003250711
071016,80003730712
071017,00372940718
071018,82001650710
071019,80003290717
071020,00362170714
071021,00408000719
071022,80003310713
071023,80005040714
071024,00363460718
071025,84000370712
071026,83002320717
071027,00357670710
071028,82000950715
071029,83000290714
071031,83001290713
071032,94012430719
071033,83000870713
071034,82001550712
071035,80002200717
071036,81001190719
071037,00396700718
071038,84000890719
071039,80003370717
071040,00365990712
071041,00358440717
071042,80003450717
071043,84000870711
071044,82000930717
071046,83001510714
071047,84001130719
071048,82000990711
071049,84001770712
071050,84002090714
071051,00336360714
071052,00208930719
071053,00393270715
071054,00397570714
071055,00382510717
071056,84000710719
071058,80003490713
071059,84000190714
071060,83000770715
071061,82000370716
071062,82001670718
071063,81002190718
071064,83000310710
072001,00869560722
072002,80017830722
072003,82002610721
072004,82002590725
072006,80015010723
072008,80008530729
072010,00939820726
072011,00382650729
072012,00821080728
072014,80015110721
072015,80012570729
072016,00878940725
072017,00834380727
072018,80017750722
072019,00812180727
072020,83001590724
072021,82000010726
072022,80004510725
072023,82000970721
072024,00836680728
072025,00905560728
072027,80017070725
072028,00884000720
072029,00306180720
072030,00374620722
072031,82001750726
072032,05165930727
072033,80021630720
072034,00822970729
072035,80022290722
072036,82002270724
072037,00518490727
072038,00787620723
072039,00901220723
072040,00827390725
072041,82001050721
072043,00715310728
072044,80006460721
072046,00865250724
072047,82001130721
072048,80020130722
073001,80009250731
073002,80010170738
073003,80012250736
073004,80008910731
073005,80011170737
073006,80009890734
073007,80007530738
073008,00117380733
073009,80009830730
073010,80011070739
073011,80010030734
073012,80009070733
073013,80006710737
073014,80008990733
073015,80009410731
073016,80010770735
073017,80010090738
073018,80011610732
073019,00243880739
073020,80010830737
073021,80008870737
073022,80010270736
073023,80005170735
073024,80009010739
073025,80010650739
073026,80009650732
073027,80008750731
073028,80008970735
073029,90031270730
074001,80000250748
074002,81001790740
074003,81000180745
074004,91001750743
074005,81001470749
074006,80000960742
074007,81001370741
074008,00176620748
074009,91008570748
074010,00081030744
074011,80001550740
074012,81000090746
074013,80001990748
074014,81002890747
074015,80007350749
074016,80001910746
074017,81001650746
074018,80002110742
074019,91002750742
074020,00205780745
075002,81002970754
075003,82001170750
075004,81000570754
075005,81002750750
075006,80008030753
075007,80001410754
075008,83000210753
075009,83000810750
075010,93000030754
075011,80008850754
075012,83001290754
075013,80010610758
075014,80010510750
075015,83001050752
075016,81000350751
075017,80011350750
075018,00427390752
075019,81003110756
075020,80011020759
075021,81001570753
075022,80008830756
075023,83001150750
075024,00392220752
075025,83000250759
075026,80009050750
075027,81001510759
075028,81001150754
075029,80008170757
075030,82001290756
075031,82000090751
075032,83000730750
075033,83000870754
075034,80011200757
075035,80008510754
075036,80008810758
075037,80008070759
075038,80010200758
075039,83000390753
075040,00412440752
075041,80012330751
075042,81001550755
075043,80010060756
075044,81003390754
075045,83000910758
075046,81002190759
075047,83000490751
075048,93003530750
075049,81003510757
075050,81003870755
075051,83000690756
075052,82001370756
075053,80010970756
075054,83000830758
075055,80001090754
075056,83001010756
075057,83000990750
075058,83000930756
075059,81001530757
075060,81003250750
075061,83001790753
075063,81001290758
075064,81002050755
075065,80001370750
075066,81001250752
075067,83001650759
075068,80009690753
075069,80010600759
075070,82000550754
075071,80008630750
075072,83000890752
075073,83000350757
075074,80012690758
075075,80009930753
075076,80012100758
075077,81001370758
075078,83001430756
075079,80001050758
075080,80012540755
075081,81000310755
075082,83001950753
075083,01862180757
075084,81000230755
075085,00414500751
075086,81002430759
075087,00463680751
075088,81000410753
075089,82000530756
075090,81003470754
075091,83001330758
075092,00462560756
075093,80010490755
075094,80008470751
075095,83000750758
075096,00542060165
075097,82002360756
075098,05007900755
076001,00238440762
076002,80004220762
076003,80004180768
076004,80004460764
076005,81000210765
076006,85001130765
076007,80001750761
076008,80001850769
076009,86000030766
076010,80005000767
076011,85000530767
076012,00224880765
076013,80003110766
076014,80004470763
076015,00214990764
076016,82000330769
076017,80004930766
076018,80004880763
076019,82000590768
076020,82000490761
076021,80004060762
076022,00212530760
076023,00212540769
076024,80006950762
076025,83000190765
076026,82000350767
076027,82000310761
076028,82000410769
076029,80008580765
076030,82001030764
076031,82000370765
076032,80004190767
076033,86000050764
076034,00242110765
076035,81000570762
076036,80001970765
076037,81000190769
076038,80005710761
076039,00229220769
076040,83000110763
076041,80002070763
076042,00180300766
076043,85000470766
076044,00144100765
076045,80004090769
076046,80004590768
076047,86002060761
076048,85000420761
076049,81000130765
076050,83000810768
076051,00207470766
076052,81000050765
076053,80002130765
076054,83000430765
076055,82000470763
076056,80004850766
076057,95000410761
076058,00222420762
076059,80002250761
076060,00953050762
076061,80002370767
076062,80002390765
076063,00127040764
076064,85000450768
076065,80002430769
076066,85000990763
076067,85000430760
076068,83000350765
076069,82000250769
076070,84002030769
076071,80002470765
076072,80002530766
076073,80004760767
076074,81000430769
076075,82000990760
076076,85000910761
076077,00953810769
076078,82001390762
076079,80002570762
076080,82000110765
076081,81000030767
076082,80002590760
076083,00135250769
076084,80004110765
076085,82001490760
076086,81000110767
076087,82000550762
076088,82000430767
076089,00128970761
076090,80002650762
076091,80007370762
076092,84002110769
076093,00243610763
076094,80004050763
076095,86000090760
076096,80002690768
076097,84002150765
076098,00182930768
076099,85000510769
076100,80003290766
077001,83001130778
077002,00477860779
077003,81001090778
077004,80001220773
077005,83000370771
077006,82001290772
077007,81001170778
077008,80000550774
077009,83000190773
077010,83000410775
077011,80002540773
077012,80001800772
077013,00117770776
077014,80002870774
077015,80002950774
077016,81001250778
077017,80001380775
077018,82001130770
077019,83000490777
077020,81001230770
077021,00111210779
077022,80001450776
077023,82000090777
077024,80001400771
077025,00315230771
077026,83000570776
077027,00108030776
077028,80002860775
077029,82000970770
077030,00315220772
077031,81001190776
078001,83001070784
078002,86000150788
078003,00388670788
078004,86001270783
078005,00391170784
078006,81001050780
078007,81001290782
078008,80005800786
078009,83002090781
078010,86000330786
078011,81000650788
078012,80006510780
078013,86000310788
078014,80005990785
078015,00346830789
078016,00388560781
078017,00275260784
078018,87000030780
078019,00390090785
078020,00402260780
078021,87000270782
078022,87000370780
078023,87002190780
078024,81000970780
078025,87000210788
078026,00260620786
078027,00404190787
078029,88000230784
078030,00391420783
078031,80003730787
078032,81001230788
078033,83000330783
078034,00395920788
078035,00392720785
078036,81000170787
078037,80004950780
078038,80007080783
078039,00375970787
078040,86000770783
078041,88000690789
078042,86000750785
078043,00375660784
078045,00347720781
078046,87000090784
078047,87000330784
078048,00362420788
078049,98040560785
078050,00250850781
078051,00263860785
078052,86001230787
078053,00374200780
078054,83001150784
078055,86001150787
078056,88000250782
078057,00356630780
078058,00341640787
078059,80004590784
078060,00431430784
078061,00263580789
078062,86000830785
078063,83002040786
078064,83000210787
078065,00369990783
078066,80004830784
078067,86000230788
078068,00385040787
078069,83001310784
078070,80007890785
078071,00394620785
078072,80004010783
078073,80003430784
078074,87000010782
078075,80003490788
078076,00390390789
078077,00376350781
078078,80003570787
078079,00391900784
078080,80003990787
078081,00348990789
078082,81000570788
078083,83000670782
078084,83002000780
078085,92010730783
078086,81000890780
078087,81001210780
078088,00404880783
078089,00364800789
078090,00391660784
078091,86000010784
078092,83002140784
078093,00352000780
078094,80003870781
078096,80003330786
078097,00374210789
078098,80003650787
078099,87000290780
078100,81001370782
078101,00392090783
078102,00276350782
078103,81000250787
078104,00355760786
078105,80002530782
078106,80001170788
078107,81000110783
078109,00368270781
078110,00348230780
078111,00362320780
078112,98005840784
078113,00355620782
078114,84000290787
078115,00398580787
078116,80003010784
078117,00401810783
078118,84000230783
078119,00348180787
078120,81000490789
078121,01334140785
078122,86001410785
078123,00389920786
078124,00404280786
078125,00345230783
078126,86000590785
078127,80004710788
078128,00395970783
078129,80006030789
078130,00383810785
078131,00394550784
078132,00433700788
078133,00344900782
078134,80006340782
078135,00395370786
078136,02939310781
078137,87002130786
078138,00401460787
078139,80003890789
078140,86002120789
078142,88000290788
078143,00392700787
078145,88001270789
078146,94007720785
078147,87002080783
078148,80005730785
078149,00407150788
078150,00378820781
078152,84000210785
078153,00256290784
078154,81000090787
078155,00271570780
078156,03509990788
078157,03557570789
079002,80002220798
079003,00355900796
079004,00297380792
079005,00297600793
079007,00336440797
079008,00164790792
079009,00297890790
079011,00291270791
079012,00298230798
079017,00297990798
079018,00297900797
079020,82006290793
079023,00129520797
079024,90000510793
079025,00298080797
079027,00188100796
079029,00320090798
079030,00296280795
079033,00238090799
079034,00297780793
079036,00304310790
079039,00303930796
079042,00326880796
079043,01207810795
079047,00376490793
079048,00298110792
079052,00296630791
079055,00298220799
079056,00182150797
079058,00296900798
079059,00297440794
079060,00297850794
079061,84001010796
079063,00296980790
079065,00297800799
079068,00279600795
079069,00297450793
079071,00305160798
079072,00297830796
079073,00366940799
079074,00297640799
079077,80003570795
079080,00327310793
079081,00297260796
079083,00298040791
079087,00297930794
079088,85000330796
079089,00240690792
079092,00220810790
079094,00298100793
079095,00308110790
079096,00296840796
079099,00297970790
079108,80001780792
079110,00298010794
079114,00296600794
079115,00296580798
079116,00342150794
079117,00245050794
079118,00356330795
079122,00297870792
079123,00298190794
079126,00311650790
079127,00360710792
079129,82006340796
079130,00300810793
079131,00323390799
079133,00296790793
079134,00347860793
079137,84000610794
079138,00297290793
079139,00296920796
079142,00182160796
079143,00168290799
079146,00108070798
079147,00297960791
079148,00297730798
079151,00196790794
079157,00282020791
079160,00301390795
080001,81000830802
080002,81000610808
080003,00263400806
080004,81000170803
080005,81000590802
080006,00283390805
080007,80002470807
080008,81000530808
080009,81000770800
080010,81000470807
080011,80002510800
080012,81000710806
080013,00277760807
080014,81001870807
080015,81001670801
080016,00256490806
080017,81000690800
080018,00250760808
080019,00253000806
080020,81001710805
080021,81001190800
080022,80009020803
080023,81000730804
080024,81001110808
080025,00890760804
080026,81001890805
080027,00008010803
080028,00267230803
080029,00162630800
080030,01234470803
080031,82000470805
080032,82001390804
080033,81001930809
080034,80003310804
080035,00256700808
080036,81002190809
080037,00251040804
080038,00137710802
080039,81000930800
080040,00282690809
080041,00710510801
080042,94000460801
080043,81000410803
080044,00221370802
080045,00282520808
080046,82000870806
080047,00217520808
080048,82001270808
080049,00217530807
080050,00281270801
080051,82000990802
080052,81001650803
080053,00710360801
080054,00285810800
080055,00134970805
080056,81000970806
080057,82000650802
080058,81001230804
080059,81000870808
080060,81002790806
080061,00232920801
080062,81001610807
080063,00136380805
080064,81000670802
080065,00285740809
080066,80002370809
080067,81000950808
080068,00811830801
080069,82001350808
080070,81002530806
080071,00255090805
080072,81000630806
080073,00283710804
080074,81002990802
080075,82001330800
080076,82000050805
080077,80003250802
080078,82000830800
080079,81001350800
080080,80003150804
080081,82001310802
080082,81000550806
080083,80003130806
080084,82000950806
080085,80003330802
080086,82001190808
080087,00284250800
080088,00132240805
080089,82001070802
080090,81000850800
080091,81001010800
080092,81001070804
080093,82000670800
080094,82001150802
080095,00264540808
080096,80003650803
080097,82002040804
081001,80002630814
081002,80004060812
081003,80002650812
081004,02035220819
081005,00082410812
081006,81001210814
081007,80002670810
081008,80004000818
081009,80003750819
081010,90013810818
081011,00139550818
081012,82001410818
081013,00255210817
081014,00247990815
081015,00239820814
081016,90004020815
081017,81000370817
081018,00239730815
081019,81000110817
081020,80002000810
081021,80003210814
081022,93008050812
081023,81000050815
081024,82007940818
081025,93085580814
082001,85000630823
082002,00429940828
082003,00595740820
082004,87001850822
082005,00609230826
082006,81000170829
082007,80023250824
082008,86000790823
082009,00151990827
082010,84000450829
082011,86000850825
082012,83000810826
082013,00518510821
082014,80017540826
082015,87000550829
082016,86000730829
082017,00443640826
082018,84000210827
082019,80016380828
082020,80019740820
082021,00147540827
082022,00310810825
082023,00582420824
082024,83000790820
082025,00475000824
082026,86000590827
082027,00110740826
082028,00621360825
082029,84000230825
082030,00625020821
082031,80017500820
082032,82000150829
082033,84000150825
082034,84000030829
082035,90000470824
082036,00475910824
082037,00540780822
082038,00532990827
082039,02655100820
082040,86001110823
082041,00550180822
082042,00532510823
082043,00801000829
082044,00549740827
082045,00627950827
082046,86000870823
082047,00506170828
082048,86000450824
082049,00231740820
082050,00533320826
082051,96004190821
082052,85000190828
082053,80016350821
082054,00601920820
082055,03038600825
082056,83000710828
082057,00607470820
082058,83000690822
082059,00623750825
082060,85001150821
082061,84000270821
082062,00514760826
082063,80028020826
082064,80025760820
082065,02917610822
082066,80016180822
082067,00121130827
082068,87000930823
082069,87001270823
082070,87000370822
082071,80022310827
082072,80020560829
082073,87000530821
082074,80018760829
082075,00491510822
082076,87001710828
082077,86000910827
082078,85000650821
082079,80018460826
082080,86000950823
082081,00622530822
082082,83000730826
083001,00144310836
083002,00399640838
083003,00394310833
083004,00432870830
083005,00084640838
083006,83000790838
083007,00324280833
083008,85000200833
083009,00356650838
083010,00461850836
083011,84000210835
083012,00378410831
083013,85000850835
083014,84004180836
083015,87000290830
083016,83000910832
083017,84004050831
083018,82001280831
083019,00444370837
083020,00292200839
083021,00352170831
083022,01582160832
083023,83030170837
083024,80004440832
083025,00159650837
083026,00420090839
083027,00361970833
083028,83000890836
083029,87000110830
083030,00425030830
083031,87000430832
083032,00343940839
083033,86000470830
083034,01240170835
083035,00423040831
083036,80007400833
083037,81001170836
083038,00390050839
083039,86000250836
083040,80006220836
083041,00387830839
083042,84004070839
083043,81001030832
083044,87000230836
083045,00354630832
083046,83000850830
083047,83000690830
083048,00080270838
083049,00226540839
083050,00378460836
083051,00461950834
083052,85000300831
083053,87000270832
083054,00260270830
083055,87000390838
083056,86000270834
083057,00339970832
083058,00336470836
083059,00324270834
083060,00342960838
083061,00330820838
083062,00358500833
083063,00359110830
083064,00106030836
083065,00414810838
083066,00124600834
083067,85000240839
083068,86000450832
083069,00275600831
083070,85000320839
083071,87000330834
083072,00145100830
083073,82000660835
083074,01277110837
083075,00180620833
083076,00136550837
083077,00148160831
083078,84000410831
083079,84004040832
083080,82001020831
083081,86000390830
083082,84004140830
083083,87000490836
083084,84000470835
083085,00347890832
083086,00150050839
083087,00149690836
083088,00108980830
083089,00411750839
083090,95005740832
083091,85000260837
083092,00396920837
083093,00432860831
083094,00393920830
083095,00216350835
083096,00396110835
083097,00299100834
083098,00343400834
083099,84004890830
083100,83030250837
083101,85000610833
083102,00128180833
083103,82001480837
083104,00415010834
083105,00275560837
083106,00158240838
083107,00275550838
083108,95001680834
084001,00074260845
084002,80002650846
084003,80000360844
084004,80003970847
084005,83001570841
084006,83001470844
084007,83001070842
084008,82000950848
084009,80002910844
084010,82001090842
084011,00179660840
084012,80001770843
084013,82001030848
084014,80003990845
084015,80003630847
084016,80004010841
084017,80004120848
084018,00254070840
084019,00250320843
084020,80004280840
084021,81000410845
084022,01702440841
084023,00233230846
084024,80005270840
084025,92006330846
084026,82000070845
084027,81000070847
084028,80002890848
084029,82002360848
084030,00215640848
084031,82001630845
084032,80003310846
084033,00215200841
084034,92006260845
084035,80002730846
084036,80004030849
084037,80004000842
084038,83001630843
084039,80003030840
084040,80003390848
084041,00220950844
084042,00238120844
084043,83001990841
085001,81000730853
085002,80005060852
085003,82000810851
085004,80001130857
085005,81001050855
085006,80003230853
085007,82000890853
085008,00144230851
085009,00067840850
085010,80002710855
085011,80002970855
085012,81001130855
085013,82002100855
085014,80002990853
085015,82002010856
085016,00141480855
085017,80003990852
085018,00136780855
085019,80002230854
085020,81000750851
085021,80003510858
085022,00127950855
086001,00106510860
086002,80001220864
086003,00052420866
086004,80003210863
086005,80001000860
086006,80001380866
086007,00102530862
086008,00104240866
086009,00100490861
086010,80002400861
086011,80002240861
086012,81002210862
086013,00058880865
086014,00046540860
086015,00107080863
086016,80000660862
086017,00114480866
086018,81001610864
086019,00046840864
086020,80002890863
087001,00210150876
087002,00162000871
087003,00146380878
087004,81000970871
087005,00410340871
087006,80001490871
087007,80008430870
087008,80009050875
087009,00291400877
087010,00462070871
087011,82000230878
087012,80008130876
087013,82001990876
087014,00291090876
087015,00137020871
087016,00571490879
087017,00468980875
087018,82002110870
087019,80006830873
087020,82001570876
087021,83001990874
087022,00445110877
087023,83002130876
087024,80001190877
087025,00243240876
087026,00648380871
087027,82001450871
087028,82001750874
087029,80006270872
087030,00575910872
087031,00147070874
087032,82001870870
087033,00243770872
087034,81002570877
087035,00671800878
087036,82001950870
087037,82001810876
087038,00550290878
087039,00222970873
087040,82001910874
087041,00453970873
087042,93006870872
087043,82002180873
087044,80008250872
087045,80004010874
087046,00230090870
087047,03967670872
087048,00482350873
087049,00547690875
087050,00744880873
087051,00646630871
087052,81003250875
087053,00651130874
087054,82002020871
087055,00397740879
087056,00607010873
087057,93005530873
087058,02183980875
088001,00080280886
088002,00068940881
088003,82000870889
088004,80001350885
088005,81000670885
088006,00175500883
088007,92005940884
088008,00170330880
088009,00180270886
088010,00196160881
088011,00080070881
088012,82000830883
089001,81002050896
089002,00090570896
089003,80001590894
089004,80000810897
089005,00094260890
089006,00192920890
089007,80001370891
089008,80001870890
089009,80000870891
089010,82001050895
089011,00183900893
089012,81000590893
089013,01342050893
089014,00174260893
089015,00085210896
089016,00056590896
089017,80001010893
089018,80000970899
089019,80002250894
089020,00196880892
089021,00282190891
090001,82005370901
090002,81000550905
090003,00249350901
090004,00237220900
090005,81001110907
090006,82000900900
090007,00257710905
090008,00289880908
090009,00111140901
090010,80005300902
090011,00237080908
090012,00197030901
090013,00256810904
090014,82005930902
090015,00256690900
090016,00197020902
090017,81000470906
090018,81000650903
090019,80003620905
090020,81001170901
090021,82005750904
090022,00248610909
090023,80005630902
090024,00266660901
090025,00253990907
090026,00248570905
090027,00256400904
090028,81000590901
090029,00283250900
090030,00256990904
090031,81000930909
090032,00283910909
090033,00367560901
090034,00247410905
090035,82004370902
090036,00266870906
090037,00248590903
090038,00255900904
090039,00274490903
090040,00222250904
090041,00060850906
090042,01822380901
090043,80014950903
090044,00256970906
090045,81001030907
090046,00276390903
090047,91008330903
090048,80002420901
090049,00110800901
090050,80005910908
090051,00094050903
090052,00247640907
090053,00297880908
090054,82004530901
090055,00247490907
090056,00261120901
090057,00253310908
090058,00252040902
090059,00104700901
090060,00253840904
090061,80005220902
090062,00255510901
090063,00218850907
090064,00239740905
090065,80003520907
090066,00254670904
090067,80003910900
090068,00254280902
090069,80001140906
090070,00253250906
